sentence,q1,q2,q3,q4,img_file
four young men are running on a street and jumping for joy .,outdoors,man-made,transportation_urban,NA,395461421.jpg
a group of teenage boys on a road jumping joyfully .,outdoors,man-made,transportation_urban,NA,395461421.jpg
sveral young man jumping down the street,outdoors,man-made,transportation_urban,NA,395461421.jpg
four boys running and jumping .,outdoors,man-made,transportation_urban,NA,395461421.jpg
people are waiting for the subway on the outdoor platform .,outdoors,man-made,transportation_urban,NA,3957074517.jpg
a group of people are outside waiting for the train .,outdoors,man-made,transportation_urban,NA,3957074517.jpg
people are walking outdoors along a train platform .,outdoors,man-made,transportation_urban,NA,3957074517.jpg
a group of travelers are waiting on their train .,outdoors,man-made,transportation_urban,NA,3957074517.jpg
people strolling or standing on a street .,outdoors,man-made,transportation_urban,NA,3957074517.jpg
"two men , one with a blue bag & one with glasses , chatting with a young woman with a backpack at a gathering with other men & women .",indoors,man-made,work_education,NA,3957765471.jpg
"a group of people , at least two of whom are drinking out of wineglasses , are standing in a hallway .",indoors,man-made,work_education,NA,3957765471.jpg
young students and adults gather awaiting a presentation .,indoors,man-made,work_education,NA,3957765471.jpg
young people mill about at a party .,indoors,man-made,work_education,NA,3957765471.jpg
a group of people are mingling .,indoors,man-made,work_education,NA,3957765471.jpg
"a woman who appears to be a student , laughs at something that her male companion does n't seem to find amusing .",outdoors,man-made,transportation_urban,NA,3958612961.jpg
two people wearing uniforms and carrying bags are walking down the street with a wall in the background .,outdoors,man-made,transportation_urban,NA,3958612961.jpg
two school children are walking and the girl is laughing .,outdoors,man-made,transportation_urban,NA,3958612961.jpg
two people are outside walking on their way to school .,outdoors,man-made,transportation_urban,NA,3958612961.jpg
two kids laughing from a long day of school .,outdoors,man-made,transportation_urban,NA,3958612961.jpg
standing in a kitchen a young woman wearing a black peasant blouse and holding a plastic fork between her teeth shows the camera a ladle in her right hand and a bowl in her left hand .,indoors,man-made,domestic,NA,3959035241.jpg
a woman wearing glasses and a black blouse holds a ladle and a bowl in her hands and clenches a plastic fork in her teeth while standing in a kitchen .,indoors,man-made,domestic,NA,3959035241.jpg
"a young woman wearing glasses and a black blouse holds a ladle in one hand , a bowl in the other and a fork in her mouth .",indoors,man-made,domestic,NA,3959035241.jpg
"a woman in a black shirt holding a serving spoon , bowl and fork .",indoors,man-made,domestic,NA,3959035241.jpg
a woman in a black shirt with cooking utensils smiling .,indoors,man-made,domestic,NA,3959035241.jpg
a middle-aged man is standing outside of a building while looking at his phone .,outdoors,man-made,recreation,NA,3959371388.jpg
a man on a mobile device standing outside a cafe and bakery .,outdoors,man-made,recreation,NA,3959371388.jpg
a man in front of a cafe and bakery using his cellphone .,outdoors,man-made,recreation,NA,3959371388.jpg
a man in shorts visiting a touring stop in the country .,outdoors,man-made,recreation,NA,3959371388.jpg
a man with a camera on his neck stands outside a cafe .,outdoors,man-made,recreation,NA,3959371388.jpg
a man and a woman sit on a deck under a blue sky that is about to be overtaken by tumultuous clouds .,outdoors,man-made,recreation,NA,3960632488.jpg
two people sit on a bench enjoying nature as a huge cloud looms overhead .,outdoors,man-made,recreation,NA,3960632488.jpg
a couple sits on a boardwalk looking towards the sea after a hike .,outdoors,man-made,recreation,NA,3960632488.jpg
a man and a woman are sitting on the deck of a boat .,outdoors,man-made,recreation,NA,3960632488.jpg
two people are sitting probably in a training field .,outdoors,man-made,recreation,NA,3960632488.jpg
"a group of people walk by some stores , where one men in the front smokes a cigar and a woman toward the back has pink hair .",outdoors,man-made,transportation_urban,NA,396140659.jpg
"a man with a pea green jacket , white hat , sunglasses and a cigar walking down the street with other people around him .",outdoors,man-made,transportation_urban,NA,396140659.jpg
a man dressed differently than others walking in a crowd .,outdoors,man-made,transportation_urban,NA,396140659.jpg
a man smokes a cigar as he walks the city street .,outdoors,man-made,transportation_urban,NA,396140659.jpg
a bunch of people walking by store windows .,outdoors,man-made,transportation_urban,NA,396140659.jpg
ladies are wearing white bonnets and are standing behind fruits and vegetables .,outdoors,man-made,work_education,NA,396154083.jpg
fresh fruit and veggies are lined up below a group of older women .,outdoors,man-made,work_education,NA,396154083.jpg
a group of merchants hawk there produce to the public .,outdoors,man-made,work_education,NA,396154083.jpg
women are standing next to a produce stand .,outdoors,man-made,work_education,NA,396154083.jpg
woman are gathered above a produce stand .,outdoors,man-made,work_education,NA,396154083.jpg
a man with a gray jacket and white hat bending over watering a garden with a water container .,outdoors,natural,NA,field_forest,3963243135.jpg
a man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants .,outdoors,natural,NA,field_forest,3963243135.jpg
a man wearing a white hat pours water onto flowers in a field .,outdoors,natural,NA,field_forest,3963243135.jpg
a man pours water on plants in a vast field of small plants .,outdoors,natural,NA,field_forest,3963243135.jpg
black male pours water on crops in a field .,outdoors,natural,NA,field_forest,3963243135.jpg
a trick rider wearing a bright green outfit carrying an american flag riding a paint horse with green riding gear .,outdoors,man-made,recreation,NA,3964718336.jpg
a blond woman in a green and gray uniform balances on a horse as she shows the american flag off to the crowd .,outdoors,man-made,recreation,NA,3964718336.jpg
"a performer riding a horse , while waving the american flag and wearing green .",outdoors,man-made,recreation,NA,3964718336.jpg
a woman with a green costume is standing up while doing tricks on a horse .,outdoors,man-made,recreation,NA,3964718336.jpg
the woman on the horse is displaying the american flag as she performs .,outdoors,man-made,recreation,NA,3964718336.jpg
"a man in an aqua colored shirt , a sailor , a young boy wearing a red shirt and some other people tug on ropes while standing on a ship 's deck .",outdoors,man-made,transportation_urban,NA,3965289801.jpg
a man in a white sailor outfit and several other people pull at ropes on a sailing ship .,outdoors,man-made,transportation_urban,NA,3965289801.jpg
"several people , including a man in a sailor suit , pull ropes on a sailboat .",outdoors,man-made,transportation_urban,NA,3965289801.jpg
several people hold a rope on the side of a boat .,outdoors,man-made,transportation_urban,NA,3965289801.jpg
five people raising a sail,outdoors,man-made,transportation_urban,NA,3965289801.jpg
"a man with a white construction hat , yellow vest , orange undershirt , and jeans , standing near a large white truck and orange safety cones .",outdoors,man-made,work_education,NA,3965588075.jpg
"a blond street worker wearing a white hard hat , orange shirt , jeans and a reflective jacket in front of a white truck and orange pylons .",outdoors,man-made,work_education,NA,3965588075.jpg
man at a construction site with a hard hat on and a green vest .,outdoors,man-made,work_education,NA,3965588075.jpg
a construction worker stand by a large truck and orange cones .,outdoors,man-made,work_education,NA,3965588075.jpg
a construction worker is standing by a black car .,outdoors,man-made,work_education,NA,3965588075.jpg
a man with a dark shirt and light shorts is standing next to a person wearing a light shirt on a sidewalk .,outdoors,man-made,transportation_urban,NA,3969219773.jpg
"two men , one carrying a white purse on his back , are walking down a brick sidewalk .",outdoors,man-made,transportation_urban,NA,3969219773.jpg
two men stand on a street in a city and the man on the right points at something .,outdoors,man-made,transportation_urban,NA,3969219773.jpg
two men walking in the street looking at something .,outdoors,man-made,transportation_urban,NA,3969219773.jpg
two men walking down a city street .,outdoors,man-made,transportation_urban,NA,3969219773.jpg
"men , women and children are enjoying a meal outside on the patio .",outdoors,man-made,domestic,NA,3969506142.jpg
the man is reaching across the table to get more food .,outdoors,man-made,domestic,NA,3969506142.jpg
a family sits down to eat at a table outside .,outdoors,man-made,domestic,NA,3969506142.jpg
a group of people are sitting around a table .,outdoors,man-made,domestic,NA,3969506142.jpg
people eating a meal at a shared table .,outdoors,man-made,domestic,NA,3969506142.jpg
a man playing an acoustic guitar on a stone ledge in public with his belongings by his side .,outdoors,man-made,transportation_urban,NA,3969772063.jpg
a man with a beard is playing an acoustic guitar on the street .,outdoors,man-made,transportation_urban,NA,3969772063.jpg
a man dressed casually and playing his guitar for tips .,outdoors,man-made,transportation_urban,NA,3969772063.jpg
a man plays guitar along the side of a street .,outdoors,man-made,transportation_urban,NA,3969772063.jpg
a man plays his guitar while sitting .,outdoors,man-made,transportation_urban,NA,3969772063.jpg
one group of women and a group of men drinking and having a good time .,indoors,man-made,recreation,NA,3970645691.jpg
a group of people are partying inside a building .,indoors,man-made,recreation,NA,3970645691.jpg
friends enjoying drinks and hugging at a party .,indoors,man-made,recreation,NA,3970645691.jpg
a group of friends at having fun at a party .,indoors,man-made,recreation,NA,3970645691.jpg
young adults mingle at a house for a party .,indoors,man-made,recreation,NA,3970645691.jpg
a small band made up of <number> young guys are in the middle of a performance .,indoors,man-made,recreation,NA,3970655283.jpg
the four musicians are getting ready to play their instruments .,indoors,man-made,recreation,NA,3970655283.jpg
musicians preparing to entertain people in a club .,indoors,man-made,recreation,NA,3970655283.jpg
four men are playing instruments and singing .,indoors,man-made,recreation,NA,3970655283.jpg
four men play music together .,indoors,man-made,recreation,NA,3970655283.jpg
"two females dance together in front of a band and a banner which says "" live in concert . """,indoors,man-made,recreation,NA,3971415758.jpg
a girl in a pink dress dances with a girl in a black skirt to a band .,indoors,man-made,recreation,NA,3971415758.jpg
two girls dance as a small band jams on their brass instruments .,indoors,man-made,recreation,NA,3971415758.jpg
two women dancing to a band at a concert on a carpeted floor .,indoors,man-made,recreation,NA,3971415758.jpg
two women dancing together in front of a band of musicians .,indoors,man-made,recreation,NA,3971415758.jpg
a man wearing a beige shirt is sitting on a chair in the sand holding a white net .,outdoors,natural,NA,body_of_water,3972549028.jpg
a black man in a hat sitting in a chair in the sand holding a net .,outdoors,natural,NA,body_of_water,3972549028.jpg
a man is sitting in a chair holding a net .,outdoors,natural,NA,body_of_water,3972549028.jpg
a man in the cap is tying the net .,outdoors,natural,NA,body_of_water,3972549028.jpg
a man sitting at the beach .,outdoors,natural,NA,body_of_water,3972549028.jpg
a dark-skinned guy with a orange sweater over shoulder in front of a bunch of fruit in the street .,outdoors,man-made,transportation_urban,NA,3972940813.jpg
people are trying to sell various items in a small village .,outdoors,man-made,transportation_urban,NA,3972940813.jpg
a man trying to cross the street with a cart of fruit .,outdoors,man-made,transportation_urban,NA,3972940813.jpg
a man tries to sell fruit in a busy street .,outdoors,man-made,transportation_urban,NA,3972940813.jpg
a man sells goods in the street,outdoors,man-made,transportation_urban,NA,3972940813.jpg
one girl sitting on a nech near a tree while another stands next to her on the sidewalk .,outdoors,man-made,transportation_urban,NA,397451339.jpg
one girl sitting down reading and another girl standing in front of her .,outdoors,man-made,transportation_urban,NA,397451339.jpg
two people on a street ; one sitting on the planter surrounding a tree .,outdoors,man-made,transportation_urban,NA,397451339.jpg
"two women , one sitting and one standing , near a tree .",outdoors,man-made,transportation_urban,NA,397451339.jpg
a girl is standing and another one is sitting by a tree,outdoors,man-made,transportation_urban,NA,397451339.jpg
a group of workers in blue uniforms are marching in line down a path .,outdoors,man-made,transportation_urban,NA,3976211522.jpg
a man marches in front of two lines of people in uniform .,outdoors,man-made,transportation_urban,NA,3976211522.jpg
a group of people in blue uniforms are walking .,outdoors,man-made,transportation_urban,NA,3976211522.jpg
uniformed men walking down gravel pathway .,outdoors,man-made,transportation_urban,NA,3976211522.jpg
boy scouts are taking a hike .,outdoors,man-made,transportation_urban,NA,3976211522.jpg
a man with a mohawk walking in-between two parked vehicles and into the street .,outdoors,man-made,transportation_urban,NA,3977907058.jpg
a young man with a mohawk reaching down to pick something up off the street .,outdoors,man-made,transportation_urban,NA,3977907058.jpg
man with a mohawk haircut walking across a street between two cars .,outdoors,man-made,transportation_urban,NA,3977907058.jpg
a young man with a mohawk begins to jaywalk across the street .,outdoors,man-made,transportation_urban,NA,3977907058.jpg
a man in a black jacket with a mohawk walks on a road .,outdoors,man-made,transportation_urban,NA,3977907058.jpg
two black and white dogs fighting with each other,indoors,man-made,domestic,NA,397815951.jpg
a dog 's mouth opens to expose its sharp teeth .,indoors,man-made,domestic,NA,397815951.jpg
two dogs play with each other on a wood floor .,indoors,man-made,domestic,NA,397815951.jpg
two dogs play on the wooden floor inside .,indoors,man-made,domestic,NA,397815951.jpg
a dog tries to bite another dog .,indoors,man-made,domestic,NA,397815951.jpg
"an elderly woman is buying toilet paper , milk , and other groceries in a store .",indoors,man-made,work_education,NA,3979490668.jpg
a white older woman standing behind a grocery cart full of groceries .,indoors,man-made,work_education,NA,3979490668.jpg
a woman pushes a full shopping cart through the store .,indoors,man-made,work_education,NA,3979490668.jpg
standing in line to check out the groceries .,indoors,man-made,work_education,NA,3979490668.jpg
an old woman with a cart full of groceries .,indoors,man-made,work_education,NA,3979490668.jpg
a young man watching a woman perform on stage in a cream costume with black boots and feather headdress .,indoors,man-made,recreation,NA,3980305243.jpg
a man with blond-hair looks on as a woman in a garish costume dances on stage .,indoors,man-made,recreation,NA,3980305243.jpg
a dancer in costumer performs on stage while a man watches .,indoors,man-made,recreation,NA,3980305243.jpg
a guy watching a burlesque dancer .,indoors,man-made,recreation,NA,3980305243.jpg
a woman is dancing on a stage .,indoors,man-made,recreation,NA,3980305243.jpg
a man dressed in a plaid shirt and jeans stands just beside a bright spot of sun shining into either a cave or a mine of some sort .,outdoors,natural,NA,other_unclear,3980506413.jpg
a man is working in a mine or cavern of some sort .,outdoors,natural,NA,other_unclear,3980506413.jpg
a man in a cave stands near some bright lights .,outdoors,natural,NA,other_unclear,3980506413.jpg
the man wearing a hat is in a stone passage .,outdoors,natural,NA,other_unclear,3980506413.jpg
a man in a plaid shirt stands in a cave .,outdoors,natural,NA,other_unclear,3980506413.jpg
"a man , wearing a creme shirt and jeans , is doing a back flip in a plaza , while a group of people surrounding him watch .",outdoors,man-made,transportation_urban,NA,398166441.jpg
man in tan shirt and blue jeans doing a back flip with bare feet,outdoors,man-made,transportation_urban,NA,398166441.jpg
a street performer attempting a back flip among a small crowd .,outdoors,man-made,transportation_urban,NA,398166441.jpg
a crowd watches as a barefoot man does aerial tricks .,outdoors,man-made,transportation_urban,NA,398166441.jpg
man doing a flip over concrete in front of people .,outdoors,man-made,transportation_urban,NA,398166441.jpg
a tattoo artist with colorful sleeve tattoos draw a tattoo on a seated customer in blue jeans and a white shirt .,indoors,man-made,other_unclear,NA,3981715035.jpg
a man gives another man a tattoo on his shoulder .,indoors,man-made,other_unclear,NA,3981715035.jpg
one man giving another man a tattoo .,indoors,man-made,other_unclear,NA,3981715035.jpg
placing my faith in the tattoo man .,indoors,man-made,other_unclear,NA,3981715035.jpg
a man sits and gets a tattoo .,indoors,man-made,other_unclear,NA,3981715035.jpg
boys on a field playing flag football with one boy wearing the red flag clutching the football while a boy with a yellow flag dives to get his red flag .,outdoors,man-made,recreation,NA,3982486061.jpg
one boy running while carrying a football with four other boys not far behind in a game of flag football .,outdoors,man-made,recreation,NA,3982486061.jpg
a child in blue is racing across a football field with a football .,outdoors,man-made,recreation,NA,3982486061.jpg
five boys wearing jerseys and caps play flag football outside .,outdoors,man-made,recreation,NA,3982486061.jpg
children playing flag football .,outdoors,man-made,recreation,NA,3982486061.jpg
"on a natural stone bridge high over an evergreen valley , a man jumps into the air .",outdoors,natural,NA,mountain,3982607071.jpg
a man is doing a jump on a rocky passage that overlooks a barren group of trees .,outdoors,natural,NA,mountain,3982607071.jpg
a man crossing a natural stone bridge jumps while in the middle of it .,outdoors,natural,NA,mountain,3982607071.jpg
a man is jumping on a bridge made of stone near a mountain .,outdoors,natural,NA,mountain,3982607071.jpg
this man is jumping up in the air on a rock bridge .,outdoors,natural,NA,mountain,3982607071.jpg
"three men in yellow green safety vests sit on a bench yawning , smoking and having a break .",outdoors,man-made,transportation_urban,NA,3983874347.jpg
three male safety workers in neon yellow vests are taking their break .,outdoors,man-made,transportation_urban,NA,3983874347.jpg
"three workers in bright green vests , taking a break .",outdoors,man-made,transportation_urban,NA,3983874347.jpg
three construction workers sit down and take a break .,outdoors,man-made,transportation_urban,NA,3983874347.jpg
construction workers have a hard job .,outdoors,man-made,transportation_urban,NA,3983874347.jpg
here is a group of people waiting outside for the wedding to be over and start the real celebrations .,outdoors,man-made,recreation,NA,3983980965.jpg
people sitting on benches while a woman in a red dress is talking to a man on the right .,outdoors,man-made,recreation,NA,3983980965.jpg
"a group of people are gathered at a park , a woman is seen pointing .",outdoors,man-made,recreation,NA,3983980965.jpg
a group has gathered in a small city square to watch something .,outdoors,man-made,recreation,NA,3983980965.jpg
dancers a standing on a sidewalk .,outdoors,man-made,recreation,NA,3983980965.jpg
"a teenage boy in red pants rides a bicycle down a street , another teenager sits on the back .",outdoors,man-made,transportation_urban,NA,3987123697.jpg
two men are riding down the street on a bicycle next to a gray building .,outdoors,man-made,transportation_urban,NA,3987123697.jpg
two people are riding at once on one single bicycle .,outdoors,man-made,transportation_urban,NA,3987123697.jpg
two african boys share a bike on a sunny day .,outdoors,man-made,transportation_urban,NA,3987123697.jpg
two people riding a bicycle .,outdoors,man-made,transportation_urban,NA,3987123697.jpg
"a young girl is embraces by someone dressed as the disney character , stitch .",outdoors,man-made,recreation,NA,3987997619.jpg
"a girl poses with the disney character stitch , who is wearing a flower lei .",outdoors,man-made,recreation,NA,3987997619.jpg
a young girl is hugging someone dressed in a stitch outfit .,outdoors,man-made,recreation,NA,3987997619.jpg
a little girl hugs a performer in a stitch costume .,outdoors,man-made,recreation,NA,3987997619.jpg
a girl dances with a person dressed as stitch .,outdoors,man-made,recreation,NA,3987997619.jpg
three african children wave as they float by on their man made boat .,outdoors,natural,NA,body_of_water,399054696.jpg
three men are enjoying a ride down the river in a canoe .,outdoors,natural,NA,body_of_water,399054696.jpg
<number> people on plain boats smiling towards the camera .,outdoors,natural,NA,body_of_water,399054696.jpg
three boys say hello as they navigate the waters .,outdoors,natural,NA,body_of_water,399054696.jpg
three men in a fishing boat on a river in africa .,outdoors,natural,NA,body_of_water,399054696.jpg
a construction worker trying to help the traffic in one of the construction sites in the city .,outdoors,man-made,transportation_urban,NA,399226846.jpg
the guy in the yellow jacket is patrolling the road with fast moving cars at night .,outdoors,man-made,transportation_urban,NA,399226846.jpg
a man wearing an official yellow shirt is watching traffic .,outdoors,man-made,transportation_urban,NA,399226846.jpg
man in a yellow sweatshirt is walking on a busy street .,outdoors,man-made,transportation_urban,NA,399226846.jpg
man in safety jacket stands on a busy street .,outdoors,man-made,transportation_urban,NA,399226846.jpg
a group of young kids are gathered at night in front of a big sign posing for a picture .,outdoors,man-made,transportation_urban,NA,3992703753.jpg
a group of people gathered in front of the sierra de la ventana sign .,outdoors,man-made,transportation_urban,NA,3992703753.jpg
group of young adults posing for picture near spanish-language sign .,outdoors,man-made,transportation_urban,NA,3992703753.jpg
a large group of people pose in front of a sign at night .,outdoors,man-made,transportation_urban,NA,3992703753.jpg
a group of young students are posing in front of a sign .,outdoors,man-made,transportation_urban,NA,3992703753.jpg
"a man in business attire walks past a store window , undeterred by the odd , large-eyed mannequin featured in the display .",outdoors,man-made,transportation_urban,NA,3992847618.jpg
a man in a pinstriped suit walks down the street and does n't notice the quirky poster on his left .,outdoors,man-made,transportation_urban,NA,3992847618.jpg
a man wearing a suit is walking past a red sign with a white arrow .,outdoors,man-made,transportation_urban,NA,3992847618.jpg
a man in a smart business suit walks past a wall with artwork .,outdoors,man-made,transportation_urban,NA,3992847618.jpg
a man in a black coat walking down the street .,outdoors,man-made,transportation_urban,NA,3992847618.jpg
a little girl in a genie costume steps over a puddle in a dramatic way .,outdoors,man-made,transportation_urban,NA,399631066.jpg
a little girl in a pink genie outfit stepping over a puddle .,outdoors,man-made,transportation_urban,NA,399631066.jpg
a girl in a pink dress steps carefully over a puddle .,outdoors,man-made,transportation_urban,NA,399631066.jpg
a child in a pink dress is stepping over a puddle .,outdoors,man-made,transportation_urban,NA,399631066.jpg
small girl in pink dress steps over water puddle .,outdoors,man-made,transportation_urban,NA,399631066.jpg
a brown dog and a gray dog are playing in the snow .,outdoors,natural,NA,field_forest,399679638.jpg
two dogs are wrestling on the ground in the snow .,outdoors,natural,NA,field_forest,399679638.jpg
two dogs playing in the snow .,outdoors,natural,NA,field_forest,399679638.jpg
two dogs play in the snow .,outdoors,natural,NA,field_forest,399679638.jpg
dogs play in the snow .,outdoors,natural,NA,field_forest,399679638.jpg
several people watch a presentation on stage with varying degrees of interest .,indoors,man-made,work_education,NA,3997230703.jpg
four men making a presentation while approximately eight individuals listen .,indoors,man-made,work_education,NA,3997230703.jpg
people sitting in a room listening to a speech .,indoors,man-made,work_education,NA,3997230703.jpg
students attend a math lecture at university .,indoors,man-made,work_education,NA,3997230703.jpg
a student reclines while lecturers lecture .,indoors,man-made,work_education,NA,3997230703.jpg
atop a harley a man cruises down a street with a woman in tow on the backseat .,outdoors,man-made,transportation_urban,NA,39980756.jpg
a man in a white shirt and a woman in a black shirt riding a motorcycle .,outdoors,man-made,transportation_urban,NA,39980756.jpg
a man and a woman are riding a large motorcycle .,outdoors,man-made,transportation_urban,NA,39980756.jpg
a couple ride by on a large motorcycle .,outdoors,man-made,transportation_urban,NA,39980756.jpg
a man and a woman on a motorcycle .`,outdoors,man-made,transportation_urban,NA,39980756.jpg
large group of people watching a musical performance at a market outside .,outdoors,man-made,recreation,NA,3999027517.jpg
a gathering of people watching other people playing some instruments .,outdoors,man-made,recreation,NA,3999027517.jpg
a band plays in the middle of a town as a crowd gathers to watch .,outdoors,man-made,recreation,NA,3999027517.jpg
a group of musicians is playing for a large crowd on the street .,outdoors,man-made,recreation,NA,3999027517.jpg
a band playing at an event in a park .,outdoors,man-made,recreation,NA,3999027517.jpg
a group of musicians performing are surrounded by the public watching .,outdoors,man-made,transportation_urban,NA,3999242523.jpg
a crowd of people watching a band play music on the sidewalk .,outdoors,man-made,transportation_urban,NA,3999242523.jpg
a band of musicians performing for a rally .,outdoors,man-made,transportation_urban,NA,3999242523.jpg
an october festival in the town square .,outdoors,man-made,transportation_urban,NA,3999242523.jpg
a man playing a saxophone .,outdoors,man-made,transportation_urban,NA,3999242523.jpg
"a guy with his hand on his chin , tattoos on both arms , and a gold bracelet on standing behind a food business counter .",outdoors,man-made,restaurant,NA,40001784.jpg
a man with several tattoos is working a restaurant stand .,outdoors,man-made,restaurant,NA,40001784.jpg
a male vendor waits for customers to order beer .,outdoors,man-made,restaurant,NA,40001784.jpg
a man with tattoos holds his chin and thinks .,outdoors,man-made,restaurant,NA,40001784.jpg
man working at outdoors concession stand .,outdoors,man-made,restaurant,NA,40001784.jpg
a man is standing on a power post looking as though he is fixing a power line in a city .,outdoors,man-made,transportation_urban,NA,400106578.jpg
"a worker is at the top of a telephone pole , working on the wires .",outdoors,man-made,transportation_urban,NA,400106578.jpg
there is a worker on an electricity pole outside of a building .,outdoors,man-made,transportation_urban,NA,400106578.jpg
a person is on a telephone pole in front of a building .,outdoors,man-made,transportation_urban,NA,400106578.jpg
man in orange suit atop a power line .,outdoors,man-made,transportation_urban,NA,400106578.jpg
"a group of ten people are in a van , all smiling at the camera .",indoors,man-made,transportation_urban,NA,4004035933.jpg
ten adults are sitting inside a van and smiling .,indoors,man-made,transportation_urban,NA,4004035933.jpg
"a bunch of people are in a van , smiling .",indoors,man-made,transportation_urban,NA,4004035933.jpg
a large group of people inside a van .,indoors,man-made,transportation_urban,NA,4004035933.jpg
a group of people are in a van .,indoors,man-made,transportation_urban,NA,4004035933.jpg
two men are barbecuing their food while another prepares the meat .,outdoors,man-made,domestic,NA,400598822.jpg
a few guys outside grilling some food at night .,outdoors,man-made,domestic,NA,400598822.jpg
a man grilling meat on an outdoor grilling pit .,outdoors,man-made,domestic,NA,400598822.jpg
men tend meat at the makeshift barbecue .,outdoors,man-made,domestic,NA,400598822.jpg
two men are cooking meat on the grill .,outdoors,man-made,domestic,NA,400598822.jpg
local nationals running past a humvee while a soldier stands over fellow troop .,outdoors,man-made,transportation_urban,NA,4010233873.jpg
a man and woman in middle-eastern dress are running down a street .,outdoors,man-made,transportation_urban,NA,4010233873.jpg
two people running in the direction that is right for them .,outdoors,man-made,transportation_urban,NA,4010233873.jpg
a lady in green is holding up her hands .,outdoors,man-made,transportation_urban,NA,4010233873.jpg
a man and a woman running .,outdoors,man-made,transportation_urban,NA,4010233873.jpg
"a smiling man of asian descent is sitting in his slightly-untidy cubicle at a desktop computer with several windows open , both hands poised in proper keyboarding position .",indoors,man-made,work_education,NA,401059368.jpg
"this dude is asian , and works on computers all the time , not stereotyping .",indoors,man-made,work_education,NA,401059368.jpg
a man wearing a shirt sits and types on his keyboard in a cubicle .,indoors,man-made,work_education,NA,401059368.jpg
a happy man in a blue collared shirt is typing on his computer .,indoors,man-made,work_education,NA,401059368.jpg
a man smiles as he sits in a cubicle and types on a computer .,indoors,man-made,work_education,NA,401059368.jpg
"a man in a scary old man mask , a woman , and a child in front of a cafe .",indoors,man-made,restaurant,NA,4011368227.jpg
"man dressed in an old man mask , while a little boy looks on interested .",indoors,man-made,restaurant,NA,4011368227.jpg
a man outside a cafe is holding a grotesque mask .,indoors,man-made,restaurant,NA,4011368227.jpg
a man wearing a scary mask in a show .,indoors,man-made,restaurant,NA,4011368227.jpg
man wearing a mask of an old man .,indoors,man-made,restaurant,NA,4011368227.jpg
a little blond girl with a pink dress and blue pants walking away from a little boy .,outdoors,man-made,other_unclear,NA,4011629669.jpg
a young girl with blond-hair is walking outside while a young boy watches .,outdoors,man-made,other_unclear,NA,4011629669.jpg
a little boy and a little girl outside of a storefront in a city .,outdoors,man-made,other_unclear,NA,4011629669.jpg
a female child walks down a sidewalk while a male child watches .,outdoors,man-made,other_unclear,NA,4011629669.jpg
a little boy and little girl on a porch look at something .,outdoors,man-made,other_unclear,NA,4011629669.jpg
"while sun is setting , boy is blowing bubbles by rocks new lake or ocean .",outdoors,natural,NA,body_of_water,401405215.jpg
"a child is blowing bubbles on a beach at sunset on a warm , clear day .",outdoors,natural,NA,body_of_water,401405215.jpg
the sun is setting as a young boy blows bubbles into the air .,outdoors,natural,NA,body_of_water,401405215.jpg
young boy blowing bubbles over the water at sunset .,outdoors,natural,NA,body_of_water,401405215.jpg
a young boy blowing bubbles at the beach .,outdoors,natural,NA,body_of_water,401405215.jpg
"a man in a white t-shirt and gray shoulder bag walks along side of a woman in a red , white and blue plaid top who is also in a skirt and boots .",outdoors,man-made,transportation_urban,NA,4018053887.jpg
"a young couple , both blond , female in red plaid jacket , carrying a designer tote , wearing brown boots , crossing a busy city street .",outdoors,man-made,transportation_urban,NA,4018053887.jpg
men and women cross a busy crosswalk into to a crowd on the other side of the street .,outdoors,man-made,transportation_urban,NA,4018053887.jpg
"a couple wearing fashionable cloths , walk through a crowded street .",outdoors,man-made,transportation_urban,NA,4018053887.jpg
"a usual day in our big , crowded cities .",outdoors,man-made,transportation_urban,NA,4018053887.jpg
a man with a long white beard is dressed like a wizard in a purple robe with a crowd of people and children behind him .,outdoors,man-made,recreation,NA,40199801.jpg
a man is dressed in a white wig and beard and purple robe and many people are watching and taking pictures .,outdoors,man-made,recreation,NA,40199801.jpg
a man dressed as a the wizard from the disney movie the sword in the stone .,outdoors,man-made,recreation,NA,40199801.jpg
a man dressed in a wizard costume adjusts his glasses .,outdoors,man-made,recreation,NA,40199801.jpg
a man wearing a purple wizard outfit .,outdoors,man-made,recreation,NA,40199801.jpg
a football player in a yellow and white jersey is jumping up to catch a football kicked by the other team .,outdoors,man-made,recreation,NA,4021371346.jpg
there are several individuals in blue and gold uniforms playing football .,outdoors,man-made,recreation,NA,4021371346.jpg
football player kicking ball and another football player trying to block,outdoors,man-made,recreation,NA,4021371346.jpg
a football kicker attempts to make a field goal .,outdoors,man-made,recreation,NA,4021371346.jpg
two football teams playing a game of football .,outdoors,man-made,recreation,NA,4021371346.jpg
a female athlete in crimson top and dark blue shorts is running on the street .,outdoors,man-made,recreation,NA,4021647447.jpg
a woman with a red no sleeve shirt with black shorts is running .,outdoors,man-made,recreation,NA,4021647447.jpg
a young women running in a marathon,outdoors,man-made,recreation,NA,4021647447.jpg
a young woman running a marathon .,outdoors,man-made,recreation,NA,4021647447.jpg
a woman running a marathon .,outdoors,man-made,recreation,NA,4021647447.jpg
vegetables on a stand with people waking around in the background .,outdoors,man-made,work_education,NA,4024855306.jpg
