WorkerId,Input.sentence,Answer.taskAnswers
midjourney,a man driving a small golf cart with a crowd watching.,outdoors/man-made/transportation_urban
midjourney,group of women doing a presentation .,indoors/man-made/work_education
midjourney,two dogs are nose to nose while a third dog stands .,indoors/man-made/other_unclear
midjourney,man with gray hair wearing a suit is waiting.,indoors/man-made/other_unclear
midjourney,two men on motorcycles are driving down .,outdoors/man-made/transportation_urban
midjourney,a runner in black is passing a florist shop .,outdoors/man-made/transportation_urban
midjourney,"a crowd waits, ready to board .",indoors/man-made/transportation_urban
midjourney,brown dog catches a pink ball.,outdoors/natural/field_forest
midjourney,two people are sleeping .,indoors/man-made/domestic
midjourney,two guys are rowing a canoe.,outdoors/natural/body_of_water
midjourney,"a man driving a small , open vehicle with a green sign .",outdoors/man-made/transportation_urban
midjourney,three women and a man are drinking beer .,indoors/man-made/restaurant
midjourney,a man wearing yellow swimming trunks kneeling,outdoors/man-made/recreation
midjourney,a man with red pants is skiing .,outdoors/natural/mountain
midjourney,a spotted dog catching a ball.,indoors/man-made/other_unclear
midjourney,a chef speaks into a microphone about a mixed salad contained .,indoors/man-made/restaurant
midjourney,a woman is laying down laughing .,indoors/man-made/other_unclear
midjourney,three women speak to each other.,indoors/man-made/other_unclear
midjourney,dancers practicing their dance routines .,indoors/man-made/recreation
midjourney,two furry light brown dogs lying.,indoors/man-made/domestic
midjourney,a dog wearing a t-shirt is lying.,indoors/man-made/domestic
midjourney,a man is giving a presentation.,indoors/man-made/work_education
midjourney,all these people are enjoying a dance party .,indoors/man-made/recreation
midjourney,a young boy wearing a dark blue hat sleeps.,indoors/man-made/other_unclear
midjourney,an old woman is selling produce.,outdoors/man-made/transportation_urban
midjourney,"a ruddy infant lies with his eyes closed , his mouth open , and his arm extended .",indoors/man-made/other_unclear
midjourney,a man in a white shirt uses a blackboard as others sit watching .,indoors/man-made/work_education
midjourney,a man rowing.,outdoors/natural/body_of_water
midjourney,a korean woman is enjoying a meal.,indoors/man-made/restaurant
midjourney,a man grilling meat.,outdoors/man-made/recreation
midjourney,two girls and three boys are presenting.,indoors/man-made/other_unclear
midjourney,asian students are examining sheets of paper while standing .,indoors/man-made/work_education
midjourney,a man in a dark shirt is making a presentation.,indoors/man-made/work_education
midjourney,four people in black shirts giving a presentation to a room full of people using a big projector image .,indoors/man-made/work_education
midjourney,two women in black enjoying a lunch.,indoors/man-made/restaurant
midjourney,a boy and girl child swing together .,outdoors/natural/field_forest
midjourney,an older man and women are using computers.,indoors/man-made/work_education
midjourney,three girls or friends having drinks laughing .,indoors/man-made/restaurant
midjourney,a well dressed young woman waits for the train while a man busy writing something .,indoors/man-made/work_education
midjourney,buff african american man waits for subway.,indoors/man-made/transportation_urban
midjourney,a man in a suit and tie is speaking.,indoors/man-made/work_education
midjourney,"people swing on a red , metal amusement park ride.",outdoors/man-made/recreation
midjourney,a man is using his computer while seated.,indoors/man-made/domestic
midjourney,a man and woman enjoying dinner.,indoors/man-made/domestic
midjourney,a group of people lie close together.,indoors/man-made/other_unclear
midjourney,"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down .",outdoors/man-made/other_unclear
midjourney,a woman with a peace symbol grills vegetables,outdoors/man-made/domestic
midjourney,a man grilling three pieces of salmon.,outdoors/man-made/other_unclear
