ID,Sentence,Verb,Lemma,PropBank Role (n),q1,q2,q3,q4
12201,the boy in black is skateboarding in the air in front of the flowers and a white and blue sign .,skateboard-01,skateboard,N/A,outdoors,man-made,work_education,NA
12202,a boy jumps high above his skateboard near a sign .,jump-03,jump,N/A,outdoors,man-made,work_education,NA
12204,a boy is doing a skateboarding trick in the air .,do-02,do,N/A,outdoors,man-made,work_education,NA
12205,he is skateboarding .,skateboard-01,skateboard,N/A,outdoors,man-made,work_education,NA
12206,a boy jumps up to make a basket in a basketball hoop .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
12207,a boy dunks a basketball on a low hoop by the road .,dunk-01,dunk,N/A,outdoors,man-made,recreation,NA
12208,the teenage boy is dunking a basketball in a hoop .,dunk-01,dunk,N/A,outdoors,man-made,recreation,NA
12210,a boy dunks a basketball .,dunk-01,dunk,N/A,outdoors,man-made,recreation,NA
12213,guys gathered outside an ice cream store on a sunny day .,gather-03,gather,N/A,outdoors,man-made,transportation_urban,NA
12215,people standing outside of an ice cream stand,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
12216,"a black dog walks through a rocky , grassy landscape under a blue , cloudy sky .",walk-01,walk,2,outdoors,natural,NA,mountain
12217,a black dog is running gover rocky ground under a cloudy blue sky .,run-02,run,1,outdoors,natural,NA,mountain
12218,a black dog is running across a rocky landscape .,run-02,run,N/A,outdoors,natural,NA,mountain
12219,a black dog walking along a rocky terrain .,walk-01,walk,2,outdoors,natural,NA,mountain
12221,"a white dog with a brown patch on his eye , is running on a dirt path .",run-02,run,N/A,outdoors,natural,NA,field_forest
12223,a white dog runs along the beach 's shore .,run-02,run,N/A,outdoors,natural,NA,field_forest
12224,the white dog ran down the dusty road .,run-02,run,1,outdoors,natural,NA,field_forest
12225,a dog runs overtop the dry earth .,run-02,run,N/A,outdoors,natural,NA,field_forest
12226,a family with no home trying to make some type of shelter from sticks and tree limbs in a wooded area .,try-01,try,N/A,outdoors,natural,NA,field_forest
12227,a very poor southeast asian woman is chopping kindling while her children and dogs watch .,chop-01,chop,N/A,outdoors,natural,NA,field_forest
12229,four children are waiting as someone cuts wood .,wait-01,wait,N/A,outdoors,natural,NA,field_forest
12231,"a male equestrian rider leans forward as his horse stretches out for the 2nd jump of the course , as the crowd looks on with amazement",lean-01,lean,2,outdoors,man-made,recreation,NA
12232,"during a sunny day , a dark brown horse and its rider leap over an obstacle in front of a small crowd of men , women , and children .",leap-01,leap,N/A,outdoors,man-made,recreation,NA
12233,an equestrian on a dark horse is leaving the ground to jump a hurdle .,leave-11,leave,N/A,outdoors,man-made,recreation,NA
12234,a person on their horse jumping over an endurance course jump .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
12235,a jockey rinding a horse prepares to jump over an obstacle,prepare-02,prepare,N/A,outdoors,man-made,recreation,NA
12238,two young boys posing for a picture on a bench .,pose-01,pose,N/A,indoors,man-made,recreation,NA
12240,two boys are lying on benches .,lie-07,lie,2,indoors,man-made,recreation,NA
12242,the man is standing outside next to a wooden phone pole .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
12244,the man is leaning against a tree .,lean-01,lean,2,outdoors,man-made,transportation_urban,NA
12245,a man leaning on a pole .,lean-01,lean,2,outdoors,man-made,transportation_urban,NA
12246,a group of female stage performers wearing white outfits are dancing together in front of a bright pink light .,dance-01,dance,N/A,indoors,man-made,recreation,NA
12247,dancers in white are performing on a blacked out stage with a pink lighted hue illuminating them .,perform-01,perform,N/A,indoors,man-made,recreation,NA
12248,the dancers show great precision and balance with outstretched arms .,show-01,show,N/A,indoors,man-made,recreation,NA
12250,a group of women doing ballet on stage,group-01,group,N/A,indoors,man-made,recreation,NA
12253,a group of children gather around a white dog on the grass outside .,gather-03,gather,N/A,outdoors,natural,NA,field_forest
12254,a group of children are petting a white dog on the grass .,pet-01,pet,N/A,outdoors,natural,NA,field_forest
12255,a group of children playing with a dog,play-01,play,N/A,outdoors,natural,NA,field_forest
12256,"a crowded vehicle , filled with tourists , drives on a road through a wooded area .",drive-01,drive,N/A,indoors,man-made,transportation_urban,NA
12258,there are a lot of people are riding in the car .,ride-01,ride,N/A,indoors,man-made,transportation_urban,NA
12259,people are traveling in a train .,travel-01,travel,1,indoors,man-made,transportation_urban,NA
12260,group of people riding in a bus .,ride-01,ride,N/A,indoors,man-made,transportation_urban,NA
12261,three men working on some sort construction or repair .,work-01,work,N/A,outdoors,man-made,work_education,NA
12262,three men adjust ropes around a brown metal pipe .,adjust-01,adjust,N/A,outdoors,man-made,work_education,NA
12263,three men attaching wires to a large metal pipe .,attach-01,attach,N/A,outdoors,man-made,work_education,NA
12264,three men working closely together outdoors .,work-01,work,N/A,outdoors,man-made,work_education,NA
12265,three men work on a piece of equipment .,work-01,work,N/A,outdoors,man-made,work_education,NA
12266,a group of mostly black men work together to pull a rope on the rocky shore .,work-01,work,N/A,outdoors,natural,NA,body_of_water
12270,villagers pulling in the fish boat .,pull-06,pull,N/A,outdoors,natural,NA,body_of_water
12272,riders on a roller coaster hold their hands up in excitement as the train races down the tracks .,hold-01,hold,N/A,outdoors,man-made,recreation,NA
12273,a group of people ride a roller coaster that is passing over some water .,ride-01,ride,N/A,outdoors,man-made,recreation,NA
12274,people hold their hands up while riding on a roller coaster,hold-01,hold,N/A,outdoors,man-made,recreation,NA
12275,people are on a roller coaster next to water .,be-located-at-91,be,N/A,outdoors,man-made,recreation,NA
12277,a young man shows off his karate moves to his friend .,show-off-04,show,N/A,outdoors,man-made,recreation,NA
12278,a boy in a white shirt is doing a kick in the air .,kick-01,kick,N/A,outdoors,man-made,recreation,NA
12279,a boy and a girl practicing karate in the park .,practice-01,practice,N/A,outdoors,man-made,recreation,NA
12282,a blond woman in a green tank top rides her bicycle in front of an apartment building .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
12283,a girl wearing a green shirt rides her bicycle in front of an apartment building .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
12284,a young girl rides her bike by an apartment building .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
12286,"white dog on mountainside turns to face something offstage , sky in background .",turn-01,turn,N/A,outdoors,natural,NA,mountain
12287,a white dog is on a large rocky surface at a high elevation .,be-located-at-91,be,N/A,outdoors,natural,NA,mountain
12288,white dog standing on rock in front of blue sky,stand-01,stand,2,outdoors,natural,NA,mountain
12289,a white dog is walking on top of a mountain .,walk-01,walk,2,outdoors,natural,NA,mountain
12290,a white dog is walking on a rocky hillside .,walk-01,walk,2,outdoors,natural,NA,mountain
12291,"a man does a jump on a skateboard , surrounded by graffiti .",jump-03,jump,N/A,outdoors,man-made,transportation_urban,NA
12292,a male skateboarder is skating in a vandalized skate park .,skate-01,skate,N/A,outdoors,man-made,transportation_urban,NA
12293,a man does a skating trick off of graffiti-filled stairs .,skate-01,skate,N/A,outdoors,man-made,transportation_urban,NA
12294,a skateboarder skates down stairs covered in graffiti .,skate-01,skate,N/A,outdoors,man-made,transportation_urban,NA
12295,a boy skateboards off a ramp covered in graffiti .,skateboard-01,skateboard,N/A,outdoors,man-made,transportation_urban,NA
12296,"a boy in a blue shirt , a girl in a white shirt , a man in a black shirt and black cap , and a goateed man in a white shirt stand next to an inflatable slide while a boy in a white shirt and jeans bounces downwards .",stand-01,stand,N/A,outdoors,man-made,recreation,NA
12299,going down the slide at the carnival .,go-02,go,N/A,outdoors,man-made,recreation,NA
12300,a boy is riding down a bounce slide .,ride-01,ride,N/A,outdoors,man-made,recreation,NA
12301,horse jockeys racing on horses in a race .,race-02,race,N/A,outdoors,man-made,recreation,NA
12303,jockeys on horses race around a track .,race-02,race,N/A,outdoors,man-made,recreation,NA
12304,jockeys ride horses during a race .,ride-01,ride,N/A,outdoors,man-made,recreation,NA
12305,the people are racing horses .,race-02,race,N/A,outdoors,man-made,recreation,NA
12306,a man is painting a portrait of an outside scene that includes a street sign with a bicycle chained to it .,paint-02,paint,N/A,outdoors,man-made,transportation_urban,NA
12308,a man in a cap and scarf is outside painting a scene with a green fence in it .,be-located-at-91,be,N/A,outdoors,man-made,transportation_urban,NA
12309,an older man stands on the sidewalk painting the view .,stand-01,stand,N/A,outdoors,man-made,transportation_urban,NA
12311,"a man in blue and a woman in brown , with orange hair , are hugging .",hug-01,hug,N/A,indoors,man-made,other_unclear,NA
12312,the woman in the orange wig poses with the man in the black wig .,pose-01,pose,N/A,indoors,man-made,other_unclear,NA
12313,a young man and woman hug while wearing wigs .,hug-01,hug,N/A,indoors,man-made,other_unclear,NA
12314,a couple in funny wigs pose for the camera .,pose-01,pose,N/A,indoors,man-made,other_unclear,NA
12316,a white dog catches a green ball while standing in shallow water .,catch-01,catch,N/A,outdoors,natural,NA,body_of_water
12317,a white dog is jumping up out of the water to catch a ball .,jump-03,jump,N/A,outdoors,natural,NA,body_of_water
12318,a white dog jumps out of the water to catch a tennis ball .,jump-03,jump,N/A,outdoors,natural,NA,body_of_water
12319,a white dog jumps in the water to catch a tennis ball .,jump-03,jump,N/A,outdoors,natural,NA,body_of_water
12320,a white dog jumps out of the water to catch a ball .,jump-03,jump,N/A,outdoors,natural,NA,body_of_water
12321,a man in a yellow shirt guiding an ox which is pulling a cart through the forest .,guide-01,guide,N/A,outdoors,natural,NA,field_forest
12322,a man in a yellow shirt is leading an animal that is moving materials for him .,lead-01,lead,N/A,outdoors,natural,NA,field_forest
12323,a man is leading an ox pulling a cart through a rain forest .,lead-01,lead,N/A,outdoors,natural,NA,field_forest
12324,man walking next to a horse pulling a cart in forest .,walk-01,walk,2,outdoors,natural,NA,field_forest
12325,an animal pulls a wooden wagon .,pull-01,pull,N/A,outdoors,natural,NA,field_forest
12326,a person hits a yellow volleyball over the net to her opponent in a pool .,hit-01,hit,N/A,outdoors,man-made,recreation,NA
12327,two swimmers are playing a water sport with a yellow ball and a net .,play-01,play,N/A,outdoors,man-made,recreation,NA
12328,two swimmers in a pool play at a net with a water polo ball .,play-01,play,N/A,outdoors,man-made,recreation,NA
12329,two people play water volleyball in a pool .,play-01,play,N/A,outdoors,man-made,recreation,NA
12330,people are playing water volleyball .,play-01,play,N/A,outdoors,man-made,recreation,NA
12331,"a lady in a white shirt with a baby in one hand , and a stroller in the other hand , walks through an outdoor kiosk .",walk-01,walk,N/A,outdoors,man-made,recreation,NA
12332,people are at an outdoor shopping bazaar walking and looking at merchandise .,be-located-at-91,be,N/A,outdoors,man-made,recreation,NA
12334,many people are gathered around tents .,gather-03,gather,N/A,outdoors,man-made,recreation,NA
12337,a brown dog chases another brown dog who has a green ball .,chase-01,chase,N/A,outdoors,natural,NA,field_forest
12338,two brown dogs are playing with a green toy on grass .,play-01,play,N/A,outdoors,natural,NA,field_forest
12339,two brown dogs run through a field .,run-02,run,N/A,outdoors,natural,NA,field_forest
12340,two brown dogs run together .,run-02,run,N/A,outdoors,natural,NA,field_forest
12341,a man wearing black shirt and shorts playing guitar on a sidewalk while another man is sitting on the ground looking in the opposite direction .,contrast-01,contrast,N/A,outdoors,man-made,transportation_urban,NA
12342,a man wearing shorts is playing an acoustic guitar while a person in the background looks the other way .,contrast-01,contrast,N/A,outdoors,man-made,transportation_urban,NA
12343,a man is playing the guitar on the sidewalk while another man sits in the background near a bicycle .,contrast-01,contrast,N/A,outdoors,man-made,transportation_urban,NA
12346,a man in a yellow cap is holding up a silver trophy .,hold-01,hold,N/A,outdoors,man-made,recreation,NA
12347,a race car driver is holding a trophy .,hold-01,hold,N/A,outdoors,man-made,recreation,NA
12348,a man holding a trophy after a race .,hold-01,hold,N/A,outdoors,man-made,recreation,NA
12350,a winner gets a trophy .,prize-01,prize,N/A,outdoors,man-made,recreation,NA
12351,many people are sitting in a street side cafe at red clothed tables in front of a tall old building with arches and statues .,sit-01,sit,2,outdoors,man-made,restaurant,NA
12353,many people sit at tables outside a tan building that has green shutters .,sit-01,sit,2,outdoors,man-made,restaurant,NA
12354,a group of people are sitting at tables in front of a building .,sit-01,sit,2,outdoors,man-made,restaurant,NA
12355,a crowd of people sit outside to eat .,sit-01,sit,2,outdoors,man-made,restaurant,NA
12356,three dogs walking away on the waters edge of the shore .,walk-01,walk,2,outdoors,natural,NA,body_of_water
12357,three large dogs are playing in the water at the beach .,play-01,play,N/A,outdoors,natural,NA,body_of_water
12358,three dogs rush to chase a ball thrown into the surf .,rush-01,rush,2,outdoors,natural,NA,body_of_water
12359,three dogs are running in the water on the beach .,run-02,run,1,outdoors,natural,NA,body_of_water
12360,three dogs entering the ocean .,enter-01,enter,1,outdoors,natural,NA,body_of_water
12361,two dark colored dogs are walking through the grass both holding a large stick .,walk-01,walk,N/A,outdoors,natural,NA,field_forest
12362,two dogs walking through tall grass carrying a tree branch in their mouths .,walk-01,walk,2,outdoors,natural,NA,field_forest
12363,the brown and black dogs are carrying a big log in the meadow .,carry-01,carry,N/A,outdoors,natural,NA,field_forest
12364,two dogs share a toy in a field of vegetation .,share-01,share,N/A,outdoors,natural,NA,field_forest
12365,two dogs retreiving a large stick of wood,retrieve-01,retrieve,N/A,outdoors,natural,NA,field_forest
12366,a large crowd of people in two long rows are looking back with some green light emanating from an above structure .,look-01,look,N/A,outdoors,man-made,recreation,NA
12367,a crowd of people singing with four green strobe lights shining in the background .,sing-01,sing,N/A,outdoors,man-made,recreation,NA
12369,many people are gathering for some sort of event .,gather-03,gather,N/A,outdoors,man-made,recreation,NA
12371,the brown dog with a superman shirt on sleeps on a blue blanket .,sleep-01,sleep,N/A,indoors,man-made,domestic,NA
12372,a brown dog in a superman shirt is laying on a blue blanket .,lay-01,lay,N/A,indoors,man-made,domestic,NA
12373,a brown dog is laying down whilst wearing a superman shirt .,lay-01,lay,N/A,indoors,man-made,domestic,NA
12374,"a dog in a "" superman "" shirt sleeps on a blanket .",sleep-01,sleep,N/A,indoors,man-made,domestic,NA
12375,a dog wearing a t-shirt is lying down .,lie-07,lie,2,indoors,man-made,domestic,NA
12376,a crowd of people with a lady with a bright orange shirt and another lady in black have their backs to the camera .,have-03,have,N/A,outdoors,man-made,transportation_urban,NA
12377,a woman in a black tank top and a man in an orange shirt sit their backs to the camera .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
12378,the back view of a woman in a colorful shirt sitting next to a woman in a black top .,view-01,view,N/A,outdoors,man-made,transportation_urban,NA
12381,a man wearing a red and white canadian uniform is riding a racing bike in an arena .,ride-01,ride,N/A,indoors,man-made,recreation,NA
12382,a cyclist in a red and white uniform is biking across a garage full of people .,bike-01,bike,N/A,indoors,man-made,recreation,NA
12383,a cyclist rides in front of onlookers dressed in white and red gear .,ride-01,ride,N/A,indoors,man-made,recreation,NA
12384,the canadian biker sponsored by h&r block rides by .,ride-01,ride,N/A,indoors,man-made,recreation,NA
12385,sponsored bicyclist riding their bike inside .,ride-01,ride,N/A,indoors,man-made,recreation,NA
12387,two men are throwing a frisbee on a football field .,throw-01,throw,N/A,outdoors,man-made,recreation,NA
12388,two people play frisbee in a large field,play-01,play,N/A,outdoors,man-made,recreation,NA
12389,two people playing with a frisbee .,play-01,play,N/A,outdoors,man-made,recreation,NA
12390,two people throwing a frisbee .,throw-01,throw,N/A,outdoors,man-made,recreation,NA
12391,two male athletes wearing the same uniforms are playing against another male athlete on the opposing team .,play-01,play,N/A,outdoors,man-made,recreation,NA
12392,three men participating in a competitive field hockey game .,participate-01,participate,N/A,outdoors,man-made,recreation,NA
12393,the three field hockey players are all chasing the ball .,chase-01,chase,N/A,outdoors,man-made,recreation,NA
12394,three people are chasing a ball in a field hockey game .,chase-01,chase,N/A,outdoors,man-made,recreation,NA
12395,three men in uniforms are playing cricket on a field .,play-01,play,N/A,outdoors,man-made,recreation,NA
12396,"a spruced up , bespectacled man garbed in a dress shirt , dress pants , and tie , stands over a made bed in a well-kept room .",stand-01,stand,2,indoors,man-made,domestic,NA
12397,"a man wearing glasses , a white shirt and tie , and slacks stands by a bed that has white pillows on it .",stand-01,stand,N/A,indoors,man-made,domestic,NA
12398,"a man wearing a white shirt , black pants , a tie and glasses is standing in a bedroom",stand-01,stand,N/A,indoors,man-made,domestic,NA
12400,a man in a white shirt and black pants is standing near a bed .,stand-01,stand,N/A,indoors,man-made,domestic,NA
12402,a young man stands in a crowd beside another young man holding a beverage can .,stand-01,stand,2,indoors,man-made,recreation,NA
12403,a man has his hands up while standing next to another man with a drink .,stand-up-07,stand,N/A,indoors,man-made,recreation,NA
12404,two young men are posing for the camera .,pose-01,pose,N/A,indoors,man-made,recreation,NA
12405,two young men are at a party .,party-01,party,N/A,indoors,man-made,recreation,NA
12406,a man wearing a light blue sweatshirt is sitting at a table in front of a budweiser bottle .,sit-01,sit,2,indoors,man-made,restaurant,NA
12407,a man in a blue hoodie is sitting at a table with a beer bottle sitting on it .,sit-01,sit,N/A,indoors,man-made,restaurant,NA
12408,a man in a blue sweatshirt sits at a table covered in a black tablecloth .,sit-01,sit,2,indoors,man-made,restaurant,NA
12409,blond man sitting at a table wearing a blue sweatshirt .,sit-01,sit,2,indoors,man-made,restaurant,NA
12411,six competitive cyclists wait for the race to begin at the starting line .,wait-01,wait,N/A,indoors,man-made,recreation,NA
12412,bicyclists sit on their speed bikes in preparation for a race .,sit-01,sit,2,indoors,man-made,recreation,NA
12413,a group of cyclists about to start a race on an indoor track .,start-01,start,N/A,indoors,man-made,recreation,NA
12414,several bike riders line up for the start of a race .,line-up-02,line,N/A,indoors,man-made,recreation,NA
12415,a group of men are riding their bicycles in a race .,ride-01,ride,N/A,indoors,man-made,recreation,NA
12416,a young baseball player sliding into a base while a dust cloud rises and the other team moves around him .,slide-01,slide,N/A,outdoors,man-made,recreation,NA
12417,a little league team tries to catch a runner sliding into a base in an afternoon game .,try-01,try,N/A,outdoors,man-made,recreation,NA
12419,five little boys are playing baseball .,play-01,play,N/A,outdoors,man-made,recreation,NA
12420,kids playing ball in the park .,play-01,play,N/A,outdoors,man-made,recreation,NA
12422,this group of young people is happy about cleaning up .,happy-01,happy,N/A,indoors,man-made,domestic,NA
12423,a group of students smiling in front of a camera .,smile-01,smile,N/A,indoors,man-made,domestic,NA
12424,young adults are proud of cleaning up .,pride-01,pride,N/A,indoors,man-made,domestic,NA
12425,six young adults smiling in a group .,smile-01,smile,N/A,indoors,man-made,domestic,NA
12426,two bald ladies in red dresses and matching jewelry laugh .,laugh-01,laugh,N/A,indoors,man-made,recreation,NA
12427,two bald ladies are wearing red dresses .,wear-01,wear,N/A,indoors,man-made,recreation,NA
12431,a young football team is on the field chasing a player from the other team who has the ball while the referee looks on .,chase-01,chase,N/A,outdoors,man-made,recreation,NA
12433,little league football players run down the field .,run-02,run,1,outdoors,man-made,recreation,NA
12434,children playing football on a grassy field .,play-01,play,N/A,outdoors,man-made,recreation,NA
12435,two youth football teams playing a game,play-01,play,N/A,outdoors,man-made,recreation,NA
12436,a windsurfer is balancing on choppy water .,balance-01,balance,N/A,outdoors,natural,NA,body_of_water
12437,a kite surfer begins to fall in the ocean .,begin-01,begin,N/A,outdoors,natural,NA,body_of_water
12438,a man parasails in the choppy water .,parasail-01,parasail,N/A,outdoors,natural,NA,body_of_water
12439,a man wakeboards on choppy water .,wakeboard-01,wakeboard,N/A,outdoors,natural,NA,body_of_water
12441,a woman who is holding a bright pink purse and has sunglasses clipped to her shirt is leaning against a wall .,lean-01,lean,N/A,outdoors,man-made,transportation_urban,NA
12442,an asian young woman wearing a white shirt and black pants is holding a pink purse .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
12443,a young asian girl with a pink purse leans on the edge of a building .,lean-01,lean,2,outdoors,man-made,transportation_urban,NA
12444,a woman is leaning on a doorway holding a pink purse .,lean-01,lean,2,outdoors,man-made,transportation_urban,NA
12445,a woman with a pink purse is leaning against a wall .,lean-01,lean,2,outdoors,man-made,transportation_urban,NA
12446,a small light tan dog is running past a large brown dog standing in the grass .,run-02,run,N/A,outdoors,natural,NA,field_forest
12447,the large brown dog faces the little white dog on the grass .,face-01,face,N/A,outdoors,natural,NA,field_forest
12448,a small white dog and large brown dog play on the grass .,play-01,play,N/A,outdoors,natural,NA,field_forest
12450,two dogs playing in a yard .,play-01,play,N/A,outdoors,natural,NA,field_forest
12452,a shirtless man in a reddish orange hat stooping to pull something out of the water .,stoop-01,stoop,N/A,outdoors,natural,NA,body_of_water
12453,a fisherman in a red baseball cap pulling a net out of murky brown water .,pull-01,pull,N/A,outdoors,natural,NA,body_of_water
12454,a man on a boat getting ready to pull in his net to see what he caught .,ready-01,ready,N/A,outdoors,natural,NA,body_of_water
12455,a shirtless man in a red ball cap pulls fabric out of water .,pull-01,pull,N/A,outdoors,natural,NA,body_of_water
12457,"a man wearing black , speaks into a microphone , while a woman writes .",speak-01,speak,N/A,indoors,man-made,other_unclear,NA
12459,two women are sitting at a table with a microphone .,sit-01,sit,2,indoors,man-made,other_unclear,NA
12460,lady talks on microphone while sitting down .,talk-01,talk,N/A,indoors,man-made,other_unclear,NA
12461,a group of four men sits at a table on a platform before an audience in a darkened room .,sit-01,sit,2,indoors,man-made,recreation,NA
12462,a group of people sit on a panel on a stage with a crowd watching .,sit-01,sit,2,indoors,man-made,recreation,NA
12463,four people are sitting at a table in front of an audience .,sit-01,sit,2,indoors,man-made,recreation,NA
12464,several people sit at a lit table in front of a crowd,sit-01,sit,2,indoors,man-made,recreation,NA
12465,four people sitting behind a table .,sit-01,sit,2,indoors,man-made,recreation,NA
12469,"in this photo , a ban is singing in front of a crowd .",sing-01,sing,N/A,outdoors,man-made,recreation,NA
12470,a group of men play instruments on a stage .,play-11,play,N/A,outdoors,man-made,recreation,NA
12471,"a stocky gentleman wearing a long-sleeve , blue shirt , black slacks , aged , black boots and a blue billed cap is scaling a roof , using the structure 's struts to approach stacks of tiles stored at the roof 's apex .",scale-01,scale,N/A,outdoors,man-made,domestic,NA
12472,a man wearing a blue shirt and black pants is working on an unfinished tile roof of a building .,work-01,work,N/A,outdoors,man-made,domestic,NA
12473,a person in a blue shirt and hat working on a roof of a structure that is behind a fence .,work-01,work,N/A,outdoors,man-made,domestic,NA
12475,a man with a blue shirt is working on building a roof .,work-01,work,N/A,outdoors,man-made,domestic,NA
12476,a motorcyclist dressed in green with a green motorcycle is jumping over a row of green motorcycles,jump-03,jump,N/A,outdoors,man-made,recreation,NA
12478,a green motorcycle is being jumped over a line of ten green motorcycles .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
12479,a man riding a green motorcycle jumping nine other green motorcycles .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
12480,a man in green jumps serveral motorbikes on his own motorbike .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
12481,a dog is jumping in the air with flowers in his mouth on a very windy day .,jump-03,jump,N/A,outdoors,natural,NA,field_forest
12482,the dog takes a leap on the beach to retrieve an unknown item .,take-01,take,N/A,outdoors,natural,NA,field_forest
12483,a white and brown dog is playing in the dirt with a toy .,play-01,play,N/A,outdoors,natural,NA,field_forest
12484,"a small , wet dog leaps to catch a stick .",leap-01,leap,N/A,outdoors,natural,NA,field_forest
12485,a wet dog catches seaweed in his mouth .,catch-01,catch,N/A,outdoors,natural,NA,field_forest
12487,a raft is being paddled through a white water river .,paddle-01,paddle,N/A,outdoors,natural,NA,body_of_water
12488,a group of people are rafting on river rapids .,raft-01,raft,N/A,outdoors,natural,NA,body_of_water
12489,people white water rafting .,raft-01,raft,N/A,outdoors,natural,NA,body_of_water
12490,people are river rafting .,raft-01,raft,N/A,outdoors,natural,NA,body_of_water
12491,the boy in the purple shirt and green jacket stands in the crowd whilst raising his hands in the air .,stand-01,stand,N/A,outdoors,man-made,other_unclear,NA
12492,a boy with a red shirt waves his arms in the air as he looks at another person .,wave-01,wave,N/A,outdoors,man-made,other_unclear,NA
12493,a boy raises his arms amongst a crowd of people who are not in focus .,raise-01,raise,N/A,outdoors,man-made,other_unclear,NA
12495,a boy jumps .,jump-03,jump,N/A,outdoors,man-made,other_unclear,NA
12496,a biker in blue gear bikes through the trees on a bike path .,bike-01,bike,N/A,outdoors,man-made,transportation_urban,NA
12497,a man in a blue shirt riding a bicycle through a park .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
12498,a man in blue rides his bike on the sidewalk .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
12499,solitary cyclist enjoys the morning ride .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
12500,a man in blue riding a bicycle .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
12501,"two elderly men sit on a park bench , with flowers in the background .",sit-01,sit,N/A,outdoors,man-made,recreation,NA
12502,two elderly men are enjoying a visit outdoors on a park bench .,enjoy-01,enjoy,N/A,outdoors,man-made,recreation,NA
12503,two old guys are sitting on a park bench,sit-01,sit,2,outdoors,man-made,recreation,NA
12504,two older men sit on a bench in a park .,sit-01,sit,2,outdoors,man-made,recreation,NA
12505,two old men sit on a park bench .,sit-01,sit,2,outdoors,man-made,recreation,NA
12507,a man wearing a white collared shirt with a tie is holding sunglasses and a piece of paper .,hold-01,hold,N/A,outdoors,man-made,other_unclear,NA
12509,a man with sunglasses walking in a park .,walk-01,walk,2,outdoors,man-made,other_unclear,NA
12510,a man in a tie standing outside .,stand-01,stand,2,outdoors,man-made,other_unclear,NA
12511,a young woman wearing a white dress with a blue towel in her lap is having her hair dried by another woman used a hair dryer .,have-04,have,N/A,indoors,man-made,domestic,NA
12512,a woman in a white dress sits while another woman blow dries her hair .,sit-01,sit,N/A,indoors,man-made,domestic,NA
12514,woman in white gown has hair styled by woman with hair dryer .,have-03,have,N/A,indoors,man-made,domestic,NA
12515,hair styling of a woman in a chair done by another,style-01,style,N/A,indoors,man-made,domestic,NA
12516,a young couple are caught in the middle of a kiss while standing at the edge of a stream with an expansive green field on the other side .,catch-01,catch,N/A,outdoors,natural,NA,field_forest
12517,"a woman in a white gown is kissing a man in a white shirt and tie , outdoors , next to a waterway .",kiss-01,kiss,N/A,outdoors,natural,NA,field_forest
12518,"newlyweds are enjoying a kiss with a stream , field , and castle in the background .",kiss-01,kiss,N/A,outdoors,natural,NA,field_forest
12519,a couple dressed in formal wear is kissing by a lake .,kiss-01,kiss,N/A,outdoors,natural,NA,field_forest
12520,they are kissing by a lake outside .,kiss-01,kiss,N/A,outdoors,natural,NA,field_forest
12521,young boy and girl squeeze tubes of frosting onto cupcakes with adults around them .,squeeze-01,squeeze,N/A,indoors,man-made,domestic,NA
12522,two little kids are decorating cupcakes with tubes of frosting .,decorate-01,decorate,N/A,indoors,man-made,domestic,NA
12523,a boy and girl putting frosting on cupcake .,frost-01,frost,N/A,indoors,man-made,domestic,NA
12524,two children icing their cupcakes .,ice-01,ice,N/A,indoors,man-made,domestic,NA
12525,two children decorate cupcakes .,decorate-01,decorate,N/A,indoors,man-made,domestic,NA
12526,a black dog has just jumped into a swimming pool .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
12527,a black dog swimming through a pool .,swim-01,swim,N/A,outdoors,man-made,recreation,NA
12528,a black dog swims in a large pool .,swim-01,swim,N/A,outdoors,man-made,recreation,NA
12529,a small dog swims in a pool .,swim-01,swim,N/A,outdoors,man-made,recreation,NA
12531,a lady walks behind a wheelchair while another lady walks behind her .,walk-01,walk,2,outdoors,man-made,other_unclear,NA
12532,a woman wearing a white coat pushes a wheelchair through a crowd .,push-01,push,N/A,outdoors,man-made,other_unclear,NA
12534,a woman in a white coat pushes a cart .,push-01,push,N/A,outdoors,man-made,other_unclear,NA
12536,a young girl is walking down a sandy path by a large body of water .,walk-01,walk,2,outdoors,natural,NA,body_of_water
12537,a small child turns to look as she walks down a sandy path .,turn-01,turn,N/A,outdoors,natural,NA,body_of_water
12538,a little girl standing on a sandy hill on a beach .,stand-01,stand,2,outdoors,natural,NA,body_of_water
12539,a young girl stands on the sand by a shore .,stand-01,stand,2,outdoors,natural,NA,body_of_water
