sentence,q1,q2,q3,q4,img_file
a man in a blue shirt is in the parking lot next to a white truck and metal building .,outdoors,man-made,other_unclear,NA,3698928767.jpg
three people sitting at a round table are looking at another man pointing at something written on the wall .,indoors,man-made,work_education,NA,369893824.jpg
a person is walking inside a large blue and yellow structure that looks to be made of fabric .,indoors,man-made,other_unclear,NA,3698993988.jpg
man with guitar holding a microphone in one hand and extending his other arm .,indoors,man-made,recreation,NA,36995794.jpg
several women and children are walking along a graffiti covered wall .,outdoors,man-made,transportation_urban,NA,370162396.jpg
a young child is riding a bike in the dirt along a brick walkway in a park .,outdoors,man-made,recreation,NA,3701878677.jpg
a man with black hair and a black mustache sitting down and putting his hand above some burning embers while holding a metal bowl .,indoors,man-made,domestic,NA,3702372756.jpg
two young boys lean out the window of a white rv with their stuffed toy snake .,outdoors,man-made,transportation_urban,NA,3703413486.jpg
a man and a woman and a young child surrounded by various birds .,outdoors,man-made,recreation,NA,370442541.jpg
a woman in a black t-shirt and light tan long skirt sing at the microphone while her band members play in the background .,indoors,man-made,recreation,NA,3704642429.jpg
"a little girl in pink pajamas brushing her teeth , and a baby laying on the couch behind her .",indoors,man-made,domestic,NA,3704816755.jpg
a guy with a painted face and a top hat on stage smiling with two other people .,indoors,man-made,recreation,NA,3705585216.jpg
a shirtless boy throwing something with the sunlight low on the water,outdoors,natural,NA,body_of_water,3705688385.jpg
a woman is running with a dog in a grassy field with trees in the background .,outdoors,natural,NA,field_forest,3705976184.jpg
a greasy haired man with a mustache explaining what is wrong with the object in his hand .,outdoors,man-made,work_education,NA,370614244.jpg
a person in a kilt and a sports jersey and a mohawk is in a store .,indoors,man-made,work_education,NA,370614351.jpg
"a person in the air while skateboarding , in front of a wall of graffiti .",outdoors,man-made,recreation,NA,3707077198.jpg
a girl in pink and yellow on a pink and orange surfboard cuts through the wave .,outdoors,natural,NA,body_of_water,3707990914.jpg
"a city street with a telephone booth , passing cars , a parked bicycle , and a blond woman with a purse and young girl with a backpack walking away .",outdoors,man-made,transportation_urban,NA,3708441539.jpg
man watching cartoons on television with the arm of a second person across from him reaching for candy in a dish and a christmas tree in the background .,indoors,man-made,domestic,NA,371123959.jpg
an ariel view of a man in an orange hard hat and harness fixing something that is up above the city behind him with some kind of tool .,outdoors,man-made,transportation_urban,NA,3711340791.jpg
a man wearing an orange shirt and orange hard hat is working on something high above other buildings and a street below .,outdoors,man-made,work_education,NA,3711344791.jpg
a man wearing an orange hard hat is being lowered down the side of a building .,outdoors,man-made,work_education,NA,3711354907.jpg
a young girl and young boy are climbing on a geometric structure .,outdoors,man-made,recreation,NA,3715635007.jpg
one skater is wearing a blue shirt with black shorts and the other skater is wearing a red shirt with black shorts .,indoors,man-made,recreation,NA,3715669736.jpg
the couple have children sitting in their laps on the rocky hillside .,outdoors,natural,NA,mountain,3716244806.jpg
three african american women are dressed in bright orange and brown dresses and headscarves .,outdoors,man-made,other_unclear,NA,3716277216.jpg
three men dressed in suits and ties clasps their raised hands while standing in front of corporate logos .,indoors,man-made,work_education,NA,3716283232.jpg
"vibrant colored dress wearing , long-haired women and men , under a bridge , dance in joy while a lone member holds up a peace sign with her hand .",outdoors,man-made,transportation_urban,NA,3717258171.jpg
a group of dancers in the subway dancing for money .,indoors,man-made,other_unclear,NA,3717267425.jpg
a man wearing a red jacket and knee high boots is fly fishing .,outdoors,natural,NA,body_of_water,3717531382.jpg
a person in a gray jacket with a black messenger back looks over the nearby river and bridge .,outdoors,natural,NA,body_of_water,371769150.jpg
the little brown dog is running through a clover field with a white object in its mouth .,outdoors,natural,NA,field_forest,3718076407.jpg
a young man skateboards around the empty outdoor sports arena .,outdoors,man-made,recreation,NA,3718305988.jpg
"there is a herd of antelope running , with a few jumping over a fence , in a field .",outdoors,natural,NA,field_forest,3718412478.jpg
two men sit reading books in a smoke-filled area next to a table holding sweet corn and raw hotdogs .,outdoors,man-made,domestic,NA,371903.jpg
a person in a red hat and shoes doing stunts on a red bike while a person in yellow watches .,outdoors,man-made,transportation_urban,NA,3720210639.jpg
a group a youths sitting outdoors watching two people with a microphone that are doing something by a table with a basin and some soap .,outdoors,man-made,work_education,NA,3720930835.jpg
a little girl in a blue helmet is putting her face on a brown horse .,outdoors,man-made,other_unclear,NA,3721404396.jpg
the men wear ear protection as one of them lifts up the outer shell of the race car to reveal the engine inside .,outdoors,man-made,recreation,NA,3721584359.jpg
"a woman and girl wearing traditional clothes , sits on the front lawn , reading from a book .",outdoors,man-made,domestic,NA,3721881082.jpg
a red high speed racing boat skips across the water .,outdoors,natural,NA,body_of_water,3722572342.jpg
a red and white car is parked in front of bleachers full of people .,outdoors,man-made,recreation,NA,3722671516.jpg
a man does a trick with his bicycle off the side of a wall .,outdoors,man-made,transportation_urban,NA,3724113279.jpg
a woman wearing a plaid dress plays an instrument while standing near a tree .,outdoors,man-made,transportation_urban,NA,3724623861.jpg
three girls wearing goggles are jumping into a swimming pool together .,outdoors,man-made,recreation,NA,3724738804.jpg
people dancing and being watched by a man wearing a shirt that says security .,indoors,man-made,restaurant,NA,372570543.jpg
"during a martial arts match , a man attempts to kick the other in the face .",indoors,man-made,recreation,NA,3725814794.jpg
an asian man in a black shirt and jeans rides his black and red bicycle down a railing .,outdoors,man-made,transportation_urban,NA,3726076549.jpg
a man wearing glasses and a blazer stands in front of a billboard sign .,outdoors,man-made,other_unclear,NA,3726170067.jpg
the man in the bright colored shirt is balancing a knife on his arm .,outdoors,man-made,domestic,NA,3726700898.jpg
a man in a black graphic t-shirt playing an acoustic guitar .,outdoors,man-made,transportation_urban,NA,3726980861.jpg
a man wearing sandals standing next to a craft machine .,outdoors,man-made,transportation_urban,NA,3727030497.jpg
a man holding a baby and an older child admire a birthday cake with candles .,indoors,man-made,domestic,NA,3728695560.jpg
two men in underwater breathing suits are underwater with another person not in a breathing suit .,indoors,man-made,work_education,NA,3729748378.jpg
a baseball pitcher standing on a mound with the number <number> on his red and white uniform .,outdoors,man-made,recreation,NA,3730944337.jpg
the lead singer of green day is singing into a microphone and wearing his guitar and there is a young boy behind him .,indoors,man-made,recreation,NA,3731335528.jpg
a glasses wearing woman dressed in a white dress shirt and khaki shorts has a finger across her mouth while she is carrying two books in her left hand .,indoors,man-made,work_education,NA,3732420759.jpg
"a man with a hat , boots , and brown pants , is playing the violin outside in front of a black structure .",outdoors,man-made,transportation_urban,NA,3732563003.jpg
a picture of a sidewalk between a road and buildings .,outdoors,man-made,work_education,NA,3732782360.jpg
"<number> dark-skinned males , two shirtless , are on a grassy area with trees scattered around them .",outdoors,man-made,recreation,NA,3733511876.jpg
a small child sucks his thumb while sleeping with a pink blanket on a multicolored seat .,indoors,man-made,transportation_urban,NA,373394550.jpg
three male children play flag football on a grassy area by a body of water .,outdoors,natural,NA,body_of_water,3735197045.jpg
"two young boys on either a boat or platform during spring or summer , one of whom is preparing to throw a ball .",outdoors,natural,NA,body_of_water,3735202441.jpg
two guys standing on a hugh rock next to a ocean or a lake fishing .,outdoors,natural,NA,body_of_water,3737590434.jpg
a small child is sitting playing with an adornment in a small garden .,outdoors,man-made,domestic,NA,3738685861.jpg
a woman in a striped shirt and sunglasses is sitting on a bike .,outdoors,man-made,transportation_urban,NA,3739742770.jpg
a group of woman are around a girl with a bouquet of flowers and holding something while smiling .,indoors,man-made,other_unclear,NA,374437796.jpg
a group of people on a stair landing are waiting in line .,indoors,man-made,other_unclear,NA,374539064.jpg
a blond woman in a purple sweatshirt is sitting on a bench with a man drinking a juice box .,outdoors,man-made,recreation,NA,3745405944.jpg
"a ski slope with a big red sign that says "" <number> "" and a person in a yellow ski jacket skiing .",outdoors,natural,NA,mountain,3747007211.jpg
a group of people on different colored boats enjoys a great day on the water .,outdoors,natural,NA,body_of_water,3747212986.jpg
a young boy in a sesame street bib sits in his highchair and opens his mouth after eating baby food which was being fed to him by a parent .,indoors,man-made,domestic,NA,374772081.jpg
a child is holding a bunch of balloons in front of their face .,outdoors,man-made,transportation_urban,NA,3748039603.jpg
a small boy is playing in the waves at the shore of the ocean during a sunset .,outdoors,natural,NA,body_of_water,3748065273.jpg
"a child , looking at his soapy hands while taking a bubble bath .",indoors,man-made,domestic,NA,3749195206.jpg
"a construction worker , with his back to the camera , standing in a cloud of dust .",outdoors,man-made,work_education,NA,374949614.jpg
a child in blue and yellow clothing is clinging to playground equipment with an adult nearby .,outdoors,man-made,recreation,NA,3751594676.jpg
a guy in a hat with his mouth wide open in crowd of people .,indoors,man-made,restaurant,NA,3753441362.jpg
there are two girls wearing workout attire who are currently in a sitting position .,indoors,man-made,recreation,NA,3756255312.jpg
a mother wearing a blue shirt and white shorts carrying her two children in a crowd of people .,outdoors,man-made,recreation,NA,3760793412.jpg
two construction workers wearing orange hard hats stand on the site of the highway .,outdoors,man-made,transportation_urban,NA,3763959012.jpg
"instrumental band members are wearing matching uniforms that consists of the colors white , red , and yellow while playing their instruments .",outdoors,man-made,recreation,NA,3766991914.jpg
"three men at a bus stop , one man is turned around to tie his shoe as one man stands in front of the other who is sitting on a bench talking to him .",outdoors,man-made,transportation_urban,NA,3770161255.jpg
a man in swim trunks is in a shallow portion of a lake with his hand on a portion of a small dock .,outdoors,natural,NA,body_of_water,3772513423.jpg
two men are in the middle of an mma fight and a referee is in the background .,indoors,man-made,recreation,NA,3774410210.jpg
"two boys running down a outer hallway of an apartment building , with one running into frame with the other running ahead down the hall .",outdoors,man-made,work_education,NA,3775526174.jpg
"overhead view of a living room with a man on one couch , sleeping , and a dog on another while a coffee table sits in the middle of the room .",indoors,man-made,domestic,NA,3776547343.jpg
"a man and woman , each wearing a white shirt , are walking down the sidewalk while talking on their phones .",outdoors,man-made,transportation_urban,NA,3776965455.jpg
"four adults near the edge of a body of water ; the landscape is hilly and rocky , with mountains in the background .",outdoors,natural,NA,mountain,3777739107.jpg
"a young girl dressed for cool weather in a cap and long-sleeved sweater , about to climb a log ladder to a playground platform .",outdoors,man-made,recreation,NA,3781571333.jpg
white dog traveling alone down a paved path through some woods,outdoors,man-made,recreation,NA,378170167.jpg
five men in asian inspired garb wrap clothes around their heads while people converse in the background .,indoors,man-made,recreation,NA,3782318456.jpg
"on a grass lawn , a girl comes towards the camera viewpoint on a slip and slide water toy plastic sheet , sending up a splash of water from the small inflated pool at the end of it .",outdoors,man-made,recreation,NA,3782716564.jpg
one evening three young ladies chatting on the street .,outdoors,man-made,transportation_urban,NA,3783803365.jpg
young person sitting in the doorway of a house with a water hand pump in front of the house .,outdoors,man-made,domestic,NA,378398142.jpg
"a bulldozer works to demolish a decrepit building ; in the background , another brick building waits for its demise , its face covered with a grid of blackened window-holes .",outdoors,man-made,work_education,NA,378434971.jpg
two people in hard hats and safety vests working with cable in a grassy area .,outdoors,natural,NA,field_forest,3784574313.jpg
a blond man stands with an axe slung over his shoulder in a wooded area .,outdoors,natural,NA,field_forest,3787451302.jpg
a woman on the uneven bars doing a gymnastics exercise while people are watch her out of focus .,indoors,man-made,recreation,NA,378969774.jpg
elderly woman with green sweater picking out produce in outdoor market .,outdoors,man-made,work_education,NA,3790208395.jpg
"two men in pink jerseys , two men in white jerseys , and one man in a black jersey and black helmet , are playing field hockey .",outdoors,man-made,recreation,NA,379505240.jpg
four speed skaters representing different countries are racing across ice in front of camera people .,indoors,man-made,recreation,NA,379611444.jpg
a woman in a red long-sleeved shirt and blue jeans stands at the lectern speaking at or about glam u wiki .,indoors,man-made,work_education,NA,3796631367.jpg
two people are walking down a path in the forest preserves .,outdoors,natural,NA,field_forest,3796854356.jpg
"a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .",indoors,man-made,domestic,NA,379690103.jpg
"three woman , one wearing blue , one wearing red , and one wearing white look at a display of a potato wearing a wig .",indoors,man-made,work_education,NA,3798411098.jpg
"three people , wearing orange and black jumpsuits , are working , one is climbing the pole while the other two are on the ground with a business in the background .",outdoors,man-made,transportation_urban,NA,3798486812.jpg
a middle-aged ethnic woman carrying a bundle of sticks in a pack on her back .,outdoors,natural,NA,field_forest,3800395431.jpg
a young blond-haired boy in a white shirt and red pants running threw a park .,outdoors,man-made,recreation,NA,3801309708.jpg
ladder against a tree and rope harness being set up by a camp leader in front of campers .,outdoors,natural,NA,field_forest,3801479828.jpg
street with many white tents with display table with people walking nearby .,outdoors,man-made,transportation_urban,NA,380515798.jpg
several people shop at an outdoor farmer 's market on a cloudy day .,outdoors,man-made,transportation_urban,NA,380537190.jpg
a figure stands in front of a tin-roofed structure where objects are positioned before a drawing of mountains and clouds against the back wall .,outdoors,man-made,other_unclear,NA,3805877081.jpg
a group standing around in the background while a person stretches with her arms up in the air in the doorway .,outdoors,man-made,recreation,NA,3808149060.jpg
an indian women sits in a small room designing beautiful pictures on fabric to make blankets and such on the cloth .,indoors,man-made,domestic,NA,380817690.jpg
street musicians perform in front of benches .,outdoors,man-made,recreation,NA,3809063851.jpg
two people hanging on the building wall are washing the windows .,outdoors,man-made,other_unclear,NA,381014058.jpg
"a group of elderly asian people are gathered together , playing instruments in a park .",outdoors,man-made,transportation_urban,NA,38110161.jpg
a black dog swims through the water with a tennis ball in its mouth .,outdoors,natural,NA,body_of_water,381239475.jpg
"men two exchange a large metal ring as they pass each other , riding railroad cars in opposite directions .",outdoors,man-made,transportation_urban,NA,3813902547.jpg
"colorful van with blue above and green with pink "" clouds "" on the bottom sitting in front of a fenced in home and sign saying "" jaguar "" in front .",outdoors,man-made,transportation_urban,NA,3815003515.jpg
a man in a blue shirt is driving a blue car with a rack on top and has a man in an orange shirt as his passenger .,outdoors,man-made,transportation_urban,NA,3815075229.jpg
two white dogs chase after a red ball in a yard in front of a white fence .,outdoors,man-made,domestic,NA,381514859.jpg
a man sliding off of a bull he was riding splashes into a mud puddle in the center of a dirt covered ring .,outdoors,man-made,recreation,NA,3816009475.jpg
man dressed in business casual attire playing the saxophone with the rest of a band .,indoors,man-made,recreation,NA,381750411.jpg
a group of students who play the saxophone are preparing for a concert .,indoors,man-made,recreation,NA,381754795.jpg
two girls play trombone and a boy plays the saxophone .,indoors,man-made,other_unclear,NA,381763336.jpg
three blond girls wearing black shirts and pants play brass instruments behind a music stand .,indoors,man-made,recreation,NA,381764351.jpg
a blond saxophone player and a black-haired saxophone player are talking at a concert .,indoors,man-made,recreation,NA,381767781.jpg
two men sit on tractors while two other men and a woman look at the cut grass in a field .,outdoors,natural,NA,field_forest,3819480825.jpg
two male dancers dressed in blue shirts and black pants perform a routine in front of six women sitting beside them .,indoors,man-made,recreation,NA,3820940921.jpg
"the mother is buttoning up the shirt of her baby boy , while the dad looks on .",indoors,man-made,other_unclear,NA,3821187649.jpg
a dark-skinned girl in a white dress and headscarf is carrying a green bucket and walking between large piles of white sand .,outdoors,natural,NA,other_unclear,382143413.jpg
a rollerblader in a red hat is grinding on an elevated metal pole .,outdoors,man-made,recreation,NA,3822469102.jpg
a woman in blue tank top and black biker pants with a red stripe on them riding a bike on the sidewalk .,outdoors,man-made,transportation_urban,NA,3825750029.jpg
a young male wearing a blue button up shirt is playing on a acoustic guitar .,outdoors,natural,NA,field_forest,3825927201.jpg
band members wearing green uniforms play their instruments at a public gathering .,outdoors,man-made,transportation_urban,NA,3826376965.jpg
"eight people in red and black clothing , carrying large red packs cross a footbridge over a clear blue and white river with a large canyon and mountain range in the background .",outdoors,natural,NA,mountain,3826412077.jpg
"a lone hiker proceeds along a trail outdoors in the daytime , on a cobblestone path leading to a stone staircase going up the hillside .",outdoors,man-made,recreation,NA,3826460485.jpg
a woman sits hidden in the dried stray awaiting an animal in the wild .,outdoors,natural,NA,field_forest,3826504213.jpg
"a rocky path cuts through the mountain range , showing the open sky above .",outdoors,natural,NA,mountain,3827228248.jpg
a group of people are leaning over a railing while looking at ancient architecture .,outdoors,man-made,transportation_urban,NA,3827480413.jpg
a girl with a red cap and a man with a blue jacket tied around his waist are looking at the mountains .,outdoors,natural,NA,mountain,3831031977.jpg
an overweight man and a woman are outside listening to a thinner man read from a book on a partly cloudy day .,outdoors,man-made,domestic,NA,3834121899.jpg
a man is welding something made of metal near many tools .,indoors,man-made,work_education,NA,3834502656.jpg
workmen and a tractor are behind concrete barricades and chunks of broken concrete .,outdoors,man-made,transportation_urban,NA,383657310.jpg
a man in a blue collared shirt and tan pants is wandering through a london subway station .,indoors,man-made,transportation_urban,NA,3836884647.jpg
a four men ( one wearing blue swim goggles ) and one woman swimming when it is extremely mist with a building in the background,outdoors,man-made,recreation,NA,3837068037.jpg
four people on bicycles cross down the middle of a railroad bridge .,outdoors,man-made,transportation_urban,NA,3838186953.jpg
person with a red bandanna is skateboarding down a pole with buildings in the background .,outdoors,man-made,recreation,NA,3838799029.jpg
"a woman with a green and white shirt , and brownish hair , is at a place that , as said on a sign there , has a restaurant , cocktails , and a water view .",indoors,man-made,work_education,NA,3840834941.jpg
"a mother and daughter , help a young boy prepare the sale from the dock .",outdoors,natural,NA,body_of_water,3841641437.jpg
"a man in a white striped shirt at a gambling table , is next to a woman in a black top , shuffling a pack of red cards .",indoors,man-made,recreation,NA,3844515314.jpg
three little boys on the beach watching another boy kick a ball .,outdoors,natural,NA,body_of_water,3846534355.jpg
"at a japanese market a man , dressed in a yellow shirt , paints out japanese characters .",outdoors,man-made,work_education,NA,384668736.jpg
a man in black attire is walking briskly in the pouring rain .,outdoors,man-made,transportation_urban,NA,384672675.jpg
a toddler with medium length black hair is carrying a patterned bundle of cloth .,outdoors,man-made,transportation_urban,NA,3847453204.jpg
there is a train accident and the medical team is there to help with the victims while spectators look on .,outdoors,man-made,transportation_urban,NA,3848343761.jpg
a man with a camera snaps a photo in a railroad yard while others look on .,outdoors,man-made,transportation_urban,NA,3848372359.jpg
two kids stand outside of a graffitied door while two other kids perform a handstand against it .,outdoors,man-made,domestic,NA,3848524309.jpg
"five men leaning against a building and two of them looking up in the sky , while a fifth man passes by .",outdoors,man-made,transportation_urban,NA,3852276745.jpg
three men are standing next to a large brick wall surrounded by various construction material .,outdoors,man-made,domestic,NA,3852752203.jpg
young male in a white karate outfit with a blue belt wrapped around his waist performs karate moves in front of the judges of the competition .,indoors,man-made,recreation,NA,38541144.jpg
people at the carnival riding an amusement ride called the twister .,outdoors,man-made,recreation,NA,3856738971.jpg
"three women , two wearing scrubs , stand around a table looking at a book .",indoors,man-made,work_education,NA,3856963802.jpg
six people sit around a large rectangular table watching a gentleman write on the whiteboard up front .,indoors,man-made,work_education,NA,3858745961.jpg
"boy , of age approximately <number> years old , down on one knee wearing rollerblades and a protective helmet .",outdoors,man-made,recreation,NA,3864134621.jpg
"a beach with a blue flag in the ground on a clear day with groups of people walking along the water , one man with a wakeboard .",outdoors,natural,NA,body_of_water,3871186023.jpg
"a young boy looks up towards the camera , while standing next to a calm stream .",outdoors,man-made,recreation,NA,3871253919.jpg
a lady in a brown jacket and brown shorts lays with a man wearing khaki shorts on a grass landscape .,outdoors,natural,NA,field_forest,3872048501.jpg
"a man is standing in the street , producing a ball of fire from an object in his hand .",outdoors,man-made,transportation_urban,NA,3872967416.jpg
a small group of people listen to a man in a blue shirt in front of a natural stone two-story structure with five steps leading to a white door on the lower level .,outdoors,man-made,transportation_urban,NA,3874351446.jpg
a man wearing a black cap and white shirt rowing a boat on open water .,outdoors,natural,NA,body_of_water,387697067.jpg
"a woman is sitting in a street market stand where there are various items for sale , such as fish .",outdoors,man-made,work_education,NA,3879927955.jpg
three men wearing black jackets are talking to two ladies in tanks tops .,outdoors,man-made,other_unclear,NA,388088725.jpg
woman is detained by police in front of a crowd of onlookers .,outdoors,man-made,transportation_urban,NA,3882404731.jpg
a yellow taxi and a person riding a bicycle travel in the same direction .,outdoors,man-made,transportation_urban,NA,3883179400.jpg
a woman and two men walking down a hill on a sandy beach .,outdoors,natural,NA,body_of_water,388546416.jpg
four guys in striped shirts playing music instruments in a restaurant .,indoors,man-made,restaurant,NA,388604469.jpg
two children looking at horses through a small fence .,outdoors,natural,NA,field_forest,388837010.jpg
"a man leans against a street post behind a large , green mask .",outdoors,man-made,transportation_urban,NA,3888575744.jpg
a man with a white t-shirt and red hat is working outside a house .,outdoors,man-made,domestic,NA,3890223491.jpg
a dance instructor gives instruction to a group of people in a sea of foam .,outdoors,man-made,recreation,NA,3890244554.jpg
an older caucasian couple is having their picture taken by a stone statue of a man and woman kissing .,outdoors,man-made,transportation_urban,NA,3893700052.jpg
two young men and two boys are sitting down on a boat next to an anchor and watching the water .,outdoors,natural,NA,body_of_water,3894241635.jpg
two males are playing volleyball and one is jumping and his right arm is away from his body .,outdoors,man-made,recreation,NA,3898684147.jpg
a surfer wearing a wetsuit and using a light colored board catches some air .,outdoors,natural,NA,body_of_water,3901882052.jpg
a paraglider landing in the water with a sailboard or small sailboat in the background .,outdoors,natural,NA,body_of_water,3902696045.jpg
man in ocean surfing while holding onto lines from parachute or glider .,outdoors,natural,NA,body_of_water,3902696609.jpg
"a man is holding bunches of flowers , while a dog sits in a basket on the back of a bicycle .",outdoors,man-made,transportation_urban,NA,3903095674.jpg
a closeup of a small black and white dog with a baseball in its mouth .,outdoors,natural,NA,field_forest,390671130.jpg
a person is preparing to send a piece of paper through a paper shredder .,indoors,man-made,work_education,NA,390675437.jpg
a man wearing a blue hoodie is outside writing on a piece of paper .,outdoors,man-made,transportation_urban,NA,3907881388.jpg
three men in blue hard hats are on the tops of telephone poles working on the wires of one with a tall wedge topped skyscraper in the background .,outdoors,man-made,work_education,NA,3909552008.jpg
a large man sits in a chair with a box wrapped in paper sits on his lap and a child nearby plays with paper .,indoors,man-made,domestic,NA,3912412153.jpg
a guy on inline skates with a white hat is on a yellow rail .,outdoors,man-made,other_unclear,NA,391324644.jpg
"a man with a tan cowboy hat , red chaps and a leather vest is hanging on a saddle after being buck off by a horse at a rodeo show .",outdoors,man-made,recreation,NA,3914077575.jpg
"a young boy , wearing a helmet , in shorts and a t-shirt and a pair of binoculars around his neck is playing outside .",outdoors,man-made,domestic,NA,3914456610.jpg
a red vehicle is being reflected in a store window while two casually dressed middle-aged men walk and converse .,outdoors,man-made,transportation_urban,NA,3914751903.jpg
a blond boy wearing a blue shirt and gray short running or jumping in front of a fence,outdoors,man-made,recreation,NA,3918946796.jpg
a man dressed in red is riding a beautiful white horse in some sort of exhibition or competition .,outdoors,man-made,recreation,NA,3920626767.jpg
five young people smiling for picture and one child not facing front,indoors,man-made,other_unclear,NA,392177194.jpg
a party-goer in a white shirt closing his eyes and flailing his arms .,indoors,man-made,recreation,NA,3922949967.jpg
a little girl wearing a purple shirt is kneeling on the ground with a book while another little girl looks over her shoulder .,indoors,man-made,domestic,NA,392354488.jpg
a group of people are riding a subway .,indoors,man-made,transportation_urban,NA,3923857105.jpg
a young child in a green shirt and a fisherman type hat near the water playing with a blue and white ball .,outdoors,natural,NA,body_of_water,3924998281.jpg
a man with a beer and hammer in his hands strikes something on a round platform in front of him .,outdoors,natural,NA,other_unclear,3925231794.jpg
a woman in a red shirt and white skirt playing tennis with a blue racket .,outdoors,man-made,recreation,NA,3928395936.jpg
little boy standing next to a pillar with arms outstretched while his family sits along side .,outdoors,man-made,transportation_urban,NA,3929242702.jpg
five migrant farm workers in a field of pineapples picking and taking off the outer covering of the freshly picked pineapples and then putting them on a conveyor belt .,outdoors,natural,NA,field_forest,3929821625.jpg
a shirtless man with a cross tattoo and a gray hat stands on a scaffolding in front of a yellow building .,outdoors,man-made,work_education,NA,3932157451.jpg
a man wearing some type of parachuting equipment walks up to a pink and green parachute in an open field .,outdoors,natural,NA,field_forest,3932198441.jpg
an older man wearing a polo shirt walking down a street lined with stores and green trees as cars pass by .,outdoors,man-made,transportation_urban,NA,3933142540.jpg
"a ballerina dances in front of cement walls and pillars , she has her left foot on her toe on the ground , with the other above her head in a "" v "" shape and her arms raised .",outdoors,man-made,other_unclear,NA,3933863527.jpg
a man in a white shirt carries a bucket on his shoulder while another man drives a yellow machine .,outdoors,man-made,transportation_urban,NA,3937269663.jpg
there are people sitting down on the ground in front of a gray beach .,outdoors,natural,NA,body_of_water,3937715125.jpg
"a smiling girl in a white t-shirt and pink pants , smiling and standing in a contraption .",indoors,man-made,recreation,NA,3939554170.jpg
a couple is walking down the street and passing many bicycles parked outside of a store .,outdoors,man-made,transportation_urban,NA,3939998097.jpg
man in brown jacket with his arm around person in black jacket at flower shop,outdoors,man-made,work_education,NA,394161692.jpg
a chinese lady talking with another customer about something enjoyable .,indoors,man-made,restaurant,NA,3943690510.jpg
a young black man wearing no shirt and low-riding jeans is popping a wheelie on a bicycle while listening to music through an earbud .,outdoors,man-made,transportation_urban,NA,39490282.jpg
a woman wearing a lab coat and gloves looks at some chemicals and stands next to some lab equipment .,indoors,man-made,work_education,NA,3951142610.jpg
a number of people are doing a synchronized martial arts performance in the street .,outdoors,man-made,transportation_urban,NA,395125320.jpg
"a woman , wearing a blue dress that reveals her abdomen , is holding a sledgehammer in the forest .",outdoors,natural,NA,field_forest,3953235262.jpg
four kids jumping on the street with a blue car in the back .,outdoors,man-made,transportation_urban,NA,395461421.jpg
people are waiting for the subway on the outdoor platform .,outdoors,man-made,transportation_urban,NA,3957074517.jpg
"two men , one with a blue bag & one with glasses , chatting with a young woman with a backpack at a gathering with other men & women .",indoors,man-made,work_education,NA,3957765471.jpg
"a woman who appears to be a student , laughs at something that her male companion does n't seem to find amusing .",outdoors,man-made,transportation_urban,NA,3958612961.jpg
standing in a kitchen a young woman wearing a black peasant blouse and holding a plastic fork between her teeth shows the camera a ladle in her right hand and a bowl in her left hand .,indoors,man-made,domestic,NA,3959035241.jpg
a middle-aged man is standing outside of a building while looking at his phone .,outdoors,man-made,recreation,NA,3959371388.jpg
a man and a woman sit on a deck under a blue sky that is about to be overtaken by tumultuous clouds .,outdoors,man-made,recreation,NA,3960632488.jpg
"a group of people walk by some stores , where one men in the front smokes a cigar and a woman toward the back has pink hair .",outdoors,man-made,transportation_urban,NA,396140659.jpg
ladies are wearing white bonnets and are standing behind fruits and vegetables .,outdoors,man-made,work_education,NA,396154083.jpg
a man with a gray jacket and white hat bending over watering a garden with a water container .,outdoors,natural,NA,field_forest,3963243135.jpg
a trick rider wearing a bright green outfit carrying an american flag riding a paint horse with green riding gear .,outdoors,man-made,recreation,NA,3964718336.jpg
"a man in an aqua colored shirt , a sailor , a young boy wearing a red shirt and some other people tug on ropes while standing on a ship 's deck .",outdoors,man-made,transportation_urban,NA,3965289801.jpg
"a man with a white construction hat , yellow vest , orange undershirt , and jeans , standing near a large white truck and orange safety cones .",outdoors,man-made,work_education,NA,3965588075.jpg
a man with a dark shirt and light shorts is standing next to a person wearing a light shirt on a sidewalk .,outdoors,man-made,transportation_urban,NA,3969219773.jpg
"men , women and children are enjoying a meal outside on the patio .",outdoors,man-made,domestic,NA,3969506142.jpg
a man playing an acoustic guitar on a stone ledge in public with his belongings by his side .,outdoors,man-made,transportation_urban,NA,3969772063.jpg
one group of women and a group of men drinking and having a good time .,indoors,man-made,recreation,NA,3970645691.jpg
a small band made up of <number> young guys are in the middle of a performance .,indoors,man-made,recreation,NA,3970655283.jpg
"two females dance together in front of a band and a banner which says "" live in concert . """,indoors,man-made,recreation,NA,3971415758.jpg
a man wearing a beige shirt is sitting on a chair in the sand holding a white net .,outdoors,natural,NA,body_of_water,3972549028.jpg
a dark-skinned guy with a orange sweater over shoulder in front of a bunch of fruit in the street .,outdoors,man-made,transportation_urban,NA,3972940813.jpg
one girl sitting on a nech near a tree while another stands next to her on the sidewalk .,outdoors,man-made,transportation_urban,NA,397451339.jpg
a group of workers in blue uniforms are marching in line down a path .,outdoors,man-made,transportation_urban,NA,3976211522.jpg
a man with a mohawk walking in-between two parked vehicles and into the street .,outdoors,man-made,transportation_urban,NA,3977907058.jpg
two black and white dogs fighting with each other,indoors,man-made,domestic,NA,397815951.jpg
