group_number,sentence,group_variance
2454,a group working together to pull something to shore .,0.7064238112641679
2454,villagers pulling in the fish boat .,0.7064238112641679
2455,a number of people are on a moving roller coaster and their reflections are seen in a body of water below them .,0.3664504482865256
2455,riders on a roller coaster hold their hands up in excitement as the train races down the tracks .,0.3664504482865256
2455,a group of people ride a roller coaster that is passing over some water .,0.3664504482865256
2455,people hold their hands up while riding on a roller coaster,0.3664504482865256
2455,people are on a roller coaster next to water .,0.3664504482865256
2456,many people are practicing in a field and a woman in a black tank top is watching a man do a high kick in the air .,0.8282085540667037
2456,a young man shows off his karate moves to his friend .,0.8282085540667037
2456,a boy in a white shirt is doing a kick in the air .,0.8282085540667037
2456,a boy and a girl practicing karate in the park .,0.8282085540667037
2456,guy doing fighting moves .,0.8282085540667037
2457,a young girl in a green shirt and shorts out riding her bike past a very nice apartment building .,0.4772159636050328
2457,a blond woman in a green tank top rides her bicycle in front of an apartment building .,0.4772159636050328
2457,a girl wearing a green shirt rides her bicycle in front of an apartment building .,0.4772159636050328
2457,a young girl rides her bike by an apartment building .,0.4772159636050328
2457,girl with long striped socks riding a bike .,0.4772159636050328
2458,"white dog on mountainside turns to face something offstage , sky in background .",0.44663784009277574
2458,a white dog is on a large rocky surface at a high elevation .,0.44663784009277574
2458,white dog standing on rock in front of blue sky,0.44663784009277574
2458,a white dog is walking on top of a mountain .,0.44663784009277574
2458,a white dog is walking on a rocky hillside .,0.44663784009277574
2459,"a man does a jump on a skateboard , surrounded by graffiti .",0.5102809342514814
2459,a male skateboarder is skating in a vandalized skate park .,0.5102809342514814
2459,a man does a skating trick off of graffiti-filled stairs .,0.5102809342514814
2459,a skateboarder skates down stairs covered in graffiti .,0.5102809342514814
2459,a boy skateboards off a ramp covered in graffiti .,0.5102809342514814
2460,"a boy in a blue shirt , a girl in a white shirt , a man in a black shirt and black cap , and a goateed man in a white shirt stand next to an inflatable slide while a boy in a white shirt and jeans bounces downwards .",0.7029675437422389
2460,"some people are standing around a large inflatable slide , watch a child slide down it .",0.7029675437422389
2460,"kids playing on a slide , one with a white shirt and blue jeans .",0.7029675437422389
2460,going down the slide at the carnival .,0.7029675437422389
2460,a boy is riding down a bounce slide .,0.7029675437422389
2461,horse jockeys racing on horses in a race .,0.3971170971161375
2461,a horses with five jockeys and five horses,0.3971170971161375
2461,jockeys on horses race around a track .,0.3971170971161375
2461,jockeys ride horses during a race .,0.3971170971161375
2461,the people are racing horses .,0.3971170971161375
2462,a man is painting a portrait of an outside scene that includes a street sign with a bicycle chained to it .,0.5510279188780265
2462,an artist painting standing in the street painting his scenery of a red and white building .,0.5510279188780265
2462,a man in a cap and scarf is outside painting a scene with a green fence in it .,0.5510279188780265
2462,an older man stands on the sidewalk painting the view .,0.5510279188780265
2462,a male painting a scene in front of him .,0.5510279188780265
2463,"a man in blue and a woman in brown , with orange hair , are hugging .",0.5690229163088043
2463,the woman in the orange wig poses with the man in the black wig .,0.5690229163088043
2463,a young man and woman hug while wearing wigs .,0.5690229163088043
2463,a couple in funny wigs pose for the camera .,0.5690229163088043
2463,a couple posing in wigs,0.5690229163088043
2464,a white dog catches a green ball while standing in shallow water .,0.19291403891690928
2464,a white dog is jumping up out of the water to catch a ball .,0.19291403891690928
2464,a white dog jumps out of the water to catch a tennis ball .,0.19291403891690928
2464,a white dog jumps in the water to catch a tennis ball .,0.19291403891690928
2464,a white dog jumps out of the water to catch a ball .,0.19291403891690928
2465,a man in a yellow shirt guiding an ox which is pulling a cart through the forest .,0.5399549472988046
2465,a man in a yellow shirt is leading an animal that is moving materials for him .,0.5399549472988046
2465,a man is leading an ox pulling a cart through a rain forest .,0.5399549472988046
2465,man walking next to a horse pulling a cart in forest .,0.5399549472988046
2465,an animal pulls a wooden wagon .,0.5399549472988046
2466,a person hits a yellow volleyball over the net to her opponent in a pool .,0.4572344021933894
2466,two swimmers are playing a water sport with a yellow ball and a net .,0.4572344021933894
2466,two swimmers in a pool play at a net with a water polo ball .,0.4572344021933894
2466,two people play water volleyball in a pool .,0.4572344021933894
2466,people are playing water volleyball .,0.4572344021933894
2467,"a lady in a white shirt with a baby in one hand , and a stroller in the other hand , walks through an outdoor kiosk .",0.7682580450948846
2467,people are at an outdoor shopping bazaar walking and looking at merchandise .,0.7682580450948846
2467,tents at a fair and people walking by browsing .,0.7682580450948846
2467,many people are gathered around tents .,0.7682580450948846
2467,people are outside under small tents .,0.7682580450948846
2468,"two black dogs are running in the grass , one has a green ball in his mouth .",0.492584607910616
2468,a brown dog chases another brown dog who has a green ball .,0.492584607910616
2468,two brown dogs are playing with a green toy on grass .,0.492584607910616
2468,two brown dogs run through a field .,0.492584607910616
2468,two brown dogs run together .,0.492584607910616
2469,a man wearing black shirt and shorts playing guitar on a sidewalk while another man is sitting on the ground looking in the opposite direction .,0.3663820068908272
2469,a man wearing shorts is playing an acoustic guitar while a person in the background looks the other way .,0.3663820068908272
2469,a man is playing the guitar on the sidewalk while another man sits in the background near a bicycle .,0.3663820068908272
2469,man in sandals playing an acoustic guitar on a sidewalk,0.3663820068908272
2469,male in shorts playing the guitar on the sidewalk .,0.3663820068908272
2470,a man in a yellow cap is holding up a silver trophy .,0.4277307568029638
2470,a race car driver is holding a trophy .,0.4277307568029638
2470,a man holding a trophy after a race .,0.4277307568029638
2470,man in yellow hat holding up trophy,0.4277307568029638
2470,a winner gets a trophy .,0.4277307568029638
2471,many people are sitting in a street side cafe at red clothed tables in front of a tall old building with arches and statues .,0.6401138814179443
2471,there is a cafe on a street corner with an oval painting on the corner of its building .,0.6401138814179443
2471,many people sit at tables outside a tan building that has green shutters .,0.6401138814179443
2471,a group of people are sitting at tables in front of a building .,0.6401138814179443
2471,a crowd of people sit outside to eat .,0.6401138814179443
2472,three dogs walking away on the waters edge of the shore .,0.4144539372510476
2472,three large dogs are playing in the water at the beach .,0.4144539372510476
2472,three dogs rush to chase a ball thrown into the surf .,0.4144539372510476
2472,three dogs are running in the water on the beach .,0.4144539372510476
2472,three dogs entering the ocean .,0.4144539372510476
2473,two dark colored dogs are walking through the grass both holding a large stick .,0.5423961099787746
2473,two dogs walking through tall grass carrying a tree branch in their mouths .,0.5423961099787746
2473,the brown and black dogs are carrying a big log in the meadow .,0.5423961099787746
2473,two dogs share a toy in a field of vegetation .,0.5423961099787746
2473,two dogs retreiving a large stick of wood,0.5423961099787746
2474,a large crowd of people in two long rows are looking back with some green light emanating from an above structure .,0.6702103370528354
2474,a crowd of people singing with four green strobe lights shining in the background .,0.6702103370528354
2474,audience at an event with the stage lights as the backdrop .,0.6702103370528354
2474,many people are gathering for some sort of event .,0.6702103370528354
2474,"crowd of people standing in rows , at night .",0.6702103370528354
2475,the brown dog with a superman shirt on sleeps on a blue blanket .,0.2434819288503891
2475,a brown dog in a superman shirt is laying on a blue blanket .,0.2434819288503891
2475,a brown dog is laying down whilst wearing a superman shirt .,0.2434819288503891
2475,"a dog in a "" superman "" shirt sleeps on a blanket .",0.2434819288503891
2475,a dog wearing a t-shirt is lying down .,0.2434819288503891
2476,a crowd of people with a lady with a bright orange shirt and another lady in black have their backs to the camera .,0.7343942230890148
2476,a woman in a black tank top and a man in an orange shirt sit their backs to the camera .,0.7343942230890148
2476,the back view of a woman in a colorful shirt sitting next to a woman in a black top .,0.7343942230890148
2476,a large group of people doing varied activities .,0.7343942230890148
2476,two women with backs to the camera .,0.7343942230890148
2477,a man wearing a red and white canadian uniform is riding a racing bike in an arena .,0.6791578874138251
2477,a cyclist in a red and white uniform is biking across a garage full of people .,0.6791578874138251
2477,a cyclist rides in front of onlookers dressed in white and red gear .,0.6791578874138251
2477,the canadian biker sponsored by h&r block rides by .,0.6791578874138251
2477,sponsored bicyclist riding their bike inside .,0.6791578874138251
2478,a tent is to the left and two boys are playing frisbee in a field .,0.45843876990764
2478,two men are throwing a frisbee on a football field .,0.45843876990764
2478,two people play frisbee in a large field,0.45843876990764
2478,two people playing with a frisbee .,0.45843876990764
2478,two people throwing a frisbee .,0.45843876990764
2479,two male athletes wearing the same uniforms are playing against another male athlete on the opposing team .,0.5948151581442804
2479,three men participating in a competitive field hockey game .,0.5948151581442804
2479,the three field hockey players are all chasing the ball .,0.5948151581442804
2479,three people are chasing a ball in a field hockey game .,0.5948151581442804
2479,three men in uniforms are playing cricket on a field .,0.5948151581442804
2480,"a spruced up , bespectacled man garbed in a dress shirt , dress pants , and tie , stands over a made bed in a well-kept room .",0.42654559053524377
2480,"a man wearing glasses , a white shirt and tie , and slacks stands by a bed that has white pillows on it .",0.42654559053524377
2480,"a man wearing a white shirt , black pants , a tie and glasses is standing in a bedroom",0.42654559053524377
2480,a man in a business suit is getting undressed and ready for bed at his hotel .,0.42654559053524377
2480,a man in a white shirt and black pants is standing near a bed .,0.42654559053524377
2481,the man wearing the brown jacket is holding a cigarette and the man behind him is holding a can of beer .,0.6878809161375932
2481,a young man stands in a crowd beside another young man holding a beverage can .,0.6878809161375932
2481,a man has his hands up while standing next to another man with a drink .,0.6878809161375932
2481,two young men are posing for the camera .,0.6878809161375932
2481,two young men are at a party .,0.6878809161375932
2482,a man wearing a light blue sweatshirt is sitting at a table in front of a budweiser bottle .,0.5068926220457328
2482,a man in a blue hoodie is sitting at a table with a beer bottle sitting on it .,0.5068926220457328
2482,a man in a blue sweatshirt sits at a table covered in a black tablecloth .,0.5068926220457328
2482,blond man sitting at a table wearing a blue sweatshirt .,0.5068926220457328
2482,a man drinking alcohol at an event,0.5068926220457328
2483,six competitive cyclists wait for the race to begin at the starting line .,0.5304399650897631
2483,bicyclists sit on their speed bikes in preparation for a race .,0.5304399650897631
2483,a group of cyclists about to start a race on an indoor track .,0.5304399650897631
2483,several bike riders line up for the start of a race .,0.5304399650897631
2483,a group of men are riding their bicycles in a race .,0.5304399650897631
2484,a young baseball player sliding into a base while a dust cloud rises and the other team moves around him .,0.739522761025694
2484,a little league team tries to catch a runner sliding into a base in an afternoon game .,0.739522761025694
2484,"boys playing baseball , cars parked in the background .",0.739522761025694
2484,five little boys are playing baseball .,0.739522761025694
2484,kids playing ball in the park .,0.739522761025694
2485,a group of young people wearing name tags are smiling and holding a yellow broom and a blue dustpan .,0.6059542921315746
2485,this group of young people is happy about cleaning up .,0.6059542921315746
2485,a group of students smiling in front of a camera .,0.6059542921315746
2485,young adults are proud of cleaning up .,0.6059542921315746
2485,six young adults smiling in a group .,0.6059542921315746
2486,two bald ladies in red dresses and matching jewelry laugh .,0.4442329039586994
2486,two bald ladies are wearing red dresses .,0.4442329039586994
2486,"two formally dressed , bald older women",0.4442329039586994
2486,two bald drag queens in red dresses,0.4442329039586994
2486,two bald people in red clothes,0.4442329039586994
2487,a young football team is on the field chasing a player from the other team who has the ball while the referee looks on .,0.5438643066447195
2487,a little league football game is underway in a suburban neighborhood .,0.5438643066447195
2487,little league football players run down the field .,0.5438643066447195
2487,children playing football on a grassy field .,0.5438643066447195
2487,two youth football teams playing a game,0.5438643066447195
2488,a windsurfer is balancing on choppy water .,0.6191483144329544
2488,a kite surfer begins to fall in the ocean .,0.6191483144329544
2488,a man parasails in the choppy water .,0.6191483144329544
2488,a man wakeboards on choppy water .,0.6191483144329544
2488,a man windsurfs in a wetsuit .,0.6191483144329544
2489,a woman who is holding a bright pink purse and has sunglasses clipped to her shirt is leaning against a wall .,0.4317360015214897
2489,an asian young woman wearing a white shirt and black pants is holding a pink purse .,0.4317360015214897
2489,a young asian girl with a pink purse leans on the edge of a building .,0.4317360015214897
2489,a woman is leaning on a doorway holding a pink purse .,0.4317360015214897
2489,a woman with a pink purse is leaning against a wall .,0.4317360015214897
2490,a small light tan dog is running past a large brown dog standing in the grass .,0.4473106443068948
2490,the large brown dog faces the little white dog on the grass .,0.4473106443068948
2490,a small white dog and large brown dog play on the grass .,0.4473106443068948
2490,a large yellow dog and a small white dog in the grass .,0.4473106443068948
2490,two dogs playing in a yard .,0.4473106443068948
2491,a guy in a red cap is standing on wooden beams and using a net to pulling something .,0.5827075413174185
2491,a shirtless man in a reddish orange hat stooping to pull something out of the water .,0.5827075413174185
2491,a fisherman in a red baseball cap pulling a net out of murky brown water .,0.5827075413174185
2491,a man on a boat getting ready to pull in his net to see what he caught .,0.5827075413174185
2491,a shirtless man in a red ball cap pulls fabric out of water .,0.5827075413174185
2492,women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing .,0.5983127354481308
2492,"a man wearing black , speaks into a microphone , while a woman writes .",0.5983127354481308
2492,a lady speaking in a microphone and another taking notes .,0.5983127354481308
2492,two women are sitting at a table with a microphone .,0.5983127354481308
2492,lady talks on microphone while sitting down .,0.5983127354481308
2493,a group of four men sits at a table on a platform before an audience in a darkened room .,0.5542043654438364
2493,a group of people sit on a panel on a stage with a crowd watching .,0.5542043654438364
2493,four people are sitting at a table in front of an audience .,0.5542043654438364
2493,several people sit at a lit table in front of a crowd,0.5542043654438364
2493,four people sitting behind a table .,0.5542043654438364
2494,a band of five men singing and playing instruments on stage before an audience .,0.6229061148350521
2494,five middle-aged gentleman performing on stage with string instruments .,0.6229061148350521
2494,a band made up of string instruments performing on an outdoor stage .,0.6229061148350521
2494,"in this photo , a ban is singing in front of a crowd .",0.6229061148350521
2494,a group of men play instruments on a stage .,0.6229061148350521
2495,"a stocky gentleman wearing a long-sleeve , blue shirt , black slacks , aged , black boots and a blue billed cap is scaling a roof , using the structure 's struts to approach stacks of tiles stored at the roof 's apex .",0.45808380979524266
2495,a man wearing a blue shirt and black pants is working on an unfinished tile roof of a building .,0.45808380979524266
2495,a person in a blue shirt and hat working on a roof of a structure that is behind a fence .,0.45808380979524266
2495,man on top of a partially completed roof getting ready to lay down more shingles .,0.45808380979524266
2495,a man with a blue shirt is working on building a roof .,0.45808380979524266
2496,a motorcyclist dressed in green with a green motorcycle is jumping over a row of green motorcycles,0.319408420161466
2496,a motorcyclist wearing a green shirt on a green bike jumping over a row of other green bikes .,0.319408420161466
2496,a green motorcycle is being jumped over a line of ten green motorcycles .,0.319408420161466
2496,a man riding a green motorcycle jumping nine other green motorcycles .,0.319408420161466
2496,a man in green jumps serveral motorbikes on his own motorbike .,0.319408420161466
2497,a dog is jumping in the air with flowers in his mouth on a very windy day .,0.742810937250657
2497,the dog takes a leap on the beach to retrieve an unknown item .,0.742810937250657
2497,a white and brown dog is playing in the dirt with a toy .,0.742810937250657
2497,"a small , wet dog leaps to catch a stick .",0.742810937250657
2497,a wet dog catches seaweed in his mouth .,0.742810937250657
2498,a group of people white water raft on very choppy water .,0.42864565335804006
2498,a raft is being paddled through a white water river .,0.42864565335804006
2498,a group of people are rafting on river rapids .,0.42864565335804006
2498,people white water rafting .,0.42864565335804006
2498,people are river rafting .,0.42864565335804006
2499,the boy in the purple shirt and green jacket stands in the crowd whilst raising his hands in the air .,0.6983909460266542
2499,a boy with a red shirt waves his arms in the air as he looks at another person .,0.6983909460266542
2499,a boy raises his arms amongst a crowd of people who are not in focus .,0.6983909460266542
2499,a boy surrounded by people who seem to swirl around him .,0.6983909460266542
2499,a boy jumps .,0.6983909460266542
2500,a biker in blue gear bikes through the trees on a bike path .,0.6051771294536712
2500,a man in a blue shirt riding a bicycle through a park .,0.6051771294536712
2500,a man in blue rides his bike on the sidewalk .,0.6051771294536712
2500,solitary cyclist enjoys the morning ride .,0.6051771294536712
2500,a man in blue riding a bicycle .,0.6051771294536712
2501,"two elderly men sit on a park bench , with flowers in the background .",0.17007449736721592
2501,two elderly men are enjoying a visit outdoors on a park bench .,0.17007449736721592
2501,two old guys are sitting on a park bench,0.17007449736721592
2501,two older men sit on a bench in a park .,0.17007449736721592
2501,two old men sit on a park bench .,0.17007449736721592
2502,a man in a dress shirt and tie is smiling and holding in his hands a pair of sunglasses and some sort of paper .,0.7348110821305749
2502,a man wearing a white collared shirt with a tie is holding sunglasses and a piece of paper .,0.7348110821305749
2502,a blond man in a dress shirt and tie is standing next to a fence and smiling .,0.7348110821305749
2502,a man with sunglasses walking in a park .,0.7348110821305749
2502,a man in a tie standing outside .,0.7348110821305749
2503,a young woman wearing a white dress with a blue towel in her lap is having her hair dried by another woman used a hair dryer .,0.37361119653360686
2503,a woman in a white dress sits while another woman blow dries her hair .,0.37361119653360686
2503,a woman in white sitting down getting her hair dried by another lady .,0.37361119653360686
2503,woman in white gown has hair styled by woman with hair dryer .,0.37361119653360686
2503,hair styling of a woman in a chair done by another,0.37361119653360686
2504,a young couple are caught in the middle of a kiss while standing at the edge of a stream with an expansive green field on the other side .,0.4076340674831034
2504,"a woman in a white gown is kissing a man in a white shirt and tie , outdoors , next to a waterway .",0.4076340674831034
2504,"newlyweds are enjoying a kiss with a stream , field , and castle in the background .",0.4076340674831034
2504,a couple dressed in formal wear is kissing by a lake .,0.4076340674831034
2504,they are kissing by a lake outside .,0.4076340674831034
2505,young boy and girl squeeze tubes of frosting onto cupcakes with adults around them .,0.3010040239775562
2505,two little kids are decorating cupcakes with tubes of frosting .,0.3010040239775562
2505,a boy and girl putting frosting on cupcake .,0.3010040239775562
2505,two children icing their cupcakes .,0.3010040239775562
2505,two children decorate cupcakes .,0.3010040239775562
2506,a black dog has just jumped into a swimming pool .,0.3807686541418862
2506,a black dog swimming through a pool .,0.3807686541418862
2506,a black dog swims in a large pool .,0.3807686541418862
2506,a small dog swims in a pool .,0.3807686541418862
2506,a dog in a pool .,0.3807686541418862
2507,a lady walks behind a wheelchair while another lady walks behind her .,0.6472153989595055
2507,a woman wearing a white coat pushes a wheelchair through a crowd .,0.6472153989595055
2507,an elderly woman in a crowd pushing a wheelchair .,0.6472153989595055
2507,a woman in a white coat pushes a cart .,0.6472153989595055
2507,an elderly woman pushing a stroller,0.6472153989595055
2508,a young girl is walking down a sandy path by a large body of water .,0.5474119459372906
2508,a small child turns to look as she walks down a sandy path .,0.5474119459372906
2508,a little girl standing on a sandy hill on a beach .,0.5474119459372906
2508,a young girl stands on the sand by a shore .,0.5474119459372906
2508,a young blond girl stands on a beach .,0.5474119459372906
2509,a black dog is playing in water with a green toy .,0.751725076156271
2509,a dark colored animal splashes in the water .,0.751725076156271
2509,a dog fetching a stick in the water .,0.751725076156271
2509,the dog is swimming in the water .,0.751725076156271
2509,someone splashing in the water .,0.751725076156271
2510,"a young blond boy wearing a purple , long-sleeve shirt and blue pants jumping over a trench in the woods .",0.5563996927609605
2510,boy jumping the space in between while carrying a stick .,0.5563996927609605
2510,a boy holding a stick jumps over a small channel .,0.5563996927609605
2510,a child is jumping over a hole in the ground .,0.5563996927609605
2510,a kid jumping over a ditch in the forest .,0.5563996927609605
2511,the black and brown dog with a red collar bites the brown dog .,0.5640116686192549
2511,a black dog is biting the neck of a brown dog,0.5640116686192549
2511,two dogs play with each other outside .,0.5640116686192549
2511,a dog bites another dog 's neck .,0.5640116686192549
2511,two dogs wrestle outdoors .,0.5640116686192549
2512,a black dog carries a white toy in his mouth and walks on the snowy field .,0.3750644271065413
2512,a black dog is running through the snow with something in its mouth .,0.3750644271065413
2512,a black lab in the snow is holding something in its mouth .,0.3750644271065413
2512,the black dog carries an object in the snow .,0.3750644271065413
2512,a black dog retrieves in the snow .,0.3750644271065413
2513,a brown horse is in a weird pose while galloping outside .,0.529095842365316
2513,rear end view of a galloping horse out in the field .,0.529095842365316
2513,a large brown horse is running in a grassy area .,0.529095842365316
2513,a brown horse jumps through its paddock .,0.529095842365316
2513,a horse bucking wildly,0.529095842365316
2514,a young girl with curly hair wearing a pink shirt currycombs a chestnut horse .,0.30051345595768986
2514,young girl brushing a horse with a handheld mane brush .,0.30051345595768986
2514,a small girl wearing a pink outfit brushes a horse .,0.30051345595768986
2514,a little girl in a pink shirt is brushing a horse .,0.30051345595768986
2514,little girl brushing a horse .,0.30051345595768986
2515,a little boy wearing a striped shirt is pointing at something .,0.3326214769465381
2515,a young boy wearing a striped shirt points into the distance .,0.3326214769465381
2515,a young boy in a striped shirt pointing beyond the camera .,0.3326214769465381
2515,a boy points at something behind the camera .,0.3326214769465381
2515,a boy in a striped oxford shirt points .,0.3326214769465381
2516,there is a man in the middle of a road jumping up in the air with his hand out and close to mountains .,0.41667366918151894
2516,very excitable man jumping in the air over the double yellow lines on a deserted highway .,0.41667366918151894
2516,man jumps alone on a desert road with mountains in the background .,0.41667366918151894
2516,a person is jumping in the air in the center of a roadway .,0.41667366918151894
2516,a man jumps in the air in the middle of a road .,0.41667366918151894
2517,a small blond boy dressed in shorts and a blue shirt playing on a jungle gym .,0.4684176391520847
2517,a little boy in a blue shirt and kaki shorts is playing on a playground .,0.4684176391520847
2517,a boy is playing in a jungle gym on a playground,0.4684176391520847
2517,a boy hanging from a jungle gym,0.4684176391520847
2517,a boy swings on a jungle gym .,0.4684176391520847
2518,a black dog jumps in the air over the red hurdle .,0.34245920911422933
2518,a black dog jumps over a show jumping hurdle .,0.34245920911422933
2518,a black dog running a course at a dog show,0.34245920911422933
2518,a black dog jumps over an obstacle .,0.34245920911422933
2518,a black dog jumping over a hurdle .,0.34245920911422933
2519,a man holding a yellow surfboard and wearing white shorts looking at the water at other people,0.41953649913024904
2519,a black man standing on the beach with a yellow surfboard .,0.41953649913024904
2519,man with surfboard watching the waves and people in water .,0.41953649913024904
2519,a man is standing on the beach holding a surfboard .,0.41953649913024904
2519,a man holding a yellow surfboard facing the ocean .,0.41953649913024904
2520,"a girl with blue jean shorts , light blue shirt , black hair with a sprinkler on the lawn and a dodge ram truck on the driveway .",0.6065678652434432
2520,a little girl is outside putting her hand out to touch the water from the sprinkle .,0.6065678652434432
2520,a child in shorts and blue shirt is playing in the sprinkler .,0.6065678652434432
2520,a young child is playing in a water sprinkler .,0.6065678652434432
2520,a little girl outside playing .,0.6065678652434432
2521,five kids are on a yellow ride at the amusement park .,0.39611882140186805
2521,several young people riding on a big yellow fair ride,0.39611882140186805
2521,five children ride an amusement park ride .,0.39611882140186805
2521,five girls on an amusement ride .,0.39611882140186805
2521,five girls on a carnival ride .,0.39611882140186805
2522,small asian girl and boy running towards the camera in the opposite direction of the other people .,0.5022497214118475
2522,"two small children , a boy and a girl , are running down a path that has columns on either side .",0.5022497214118475
2522,a girl and boy are running towards the camera while several people walk around them .,0.5022497214118475
2522,a young boy and girl run through a walkway between buildings .,0.5022497214118475
2522,two young children running down a busy walkway .,0.5022497214118475
2523,"a guy sitting on a chair , dressed in black , with earphones and a mic possibly getting ready to sing .",0.6128154251159437
2523,a man wearing a black shirt and headphones is recording his voice in a white-washed studio .,0.6128154251159437
2523,a man in a black outfit wears headphones and sits near a microphone .,0.6128154251159437
2523,a man in black is singing into a microphone .,0.6128154251159437
2523,a man sitting with headphones at a table .,0.6128154251159437
2524,"four people are walking along a city sidewalk , while the one in the green hat talks on a cellphone .",0.5767360037287261
2524,a group of people walking down the street with one on the phone in a green hat .,0.5767360037287261
2524,a group of people walk down a city street at night .,0.5767360037287261
2524,four people walk down a sidewalk at night,0.5767360037287261
2524,four people are walking on a sidewalk .,0.5767360037287261
2525,a small baby dressed in blue shorts and a blue hat tries to balance with the help of an adult hand behind him .,0.5865554941354949
2525,a chubby baby with an orange hat splashes in a shallow body of water .,0.5865554941354949
2525,a tiny baby in swim trunks and a blue hat .,0.5865554941354949
2525,a baby playing in the water at a beach,0.5865554941354949
2525,a small baby splashes in water,0.5865554941354949
2526,"a man , wearing all black clothing , is running down the street as a car comes toward him with its headlights on .",0.6392939058801357
2526,a man in a black shirt and shorts with his hands on his hips crossing the street while smoking a cigarette .,0.6392939058801357
2526,a man in a black shirt and shorts stands in the street with is hands on his hips .,0.6392939058801357
2526,a man is strutting across the street while smoking a cigarette .,0.6392939058801357
2526,a man dressed in black posing on a street .,0.6392939058801357
2527,a young girl in a white dance outfit and black shoes is dancing in front of music equipment,0.42933135435647696
2527,the blond girl is dancing on stage in front of the sound equipment .,0.42933135435647696
2527,a girl dances on a stage .,0.42933135435647696
2527,a girl dancing on stage .,0.42933135435647696
2527,a girl in white dances .,0.42933135435647696
2528,"women are sitting on the ground with a doll , while a child pretends to take care of the doll .",0.7241501582404428
2528,"two women , a man reading a red shirt and two children washing a baby doll .",0.7241501582404428
2528,children are learning to care for newborn infants along side their parents .,0.7241501582404428
2528,two children are playing with baby dolls while adults watch them .,0.7241501582404428
2528,adults are helping kids change baby dolls diapers .,0.7241501582404428
2529,the guy is wearing a blue shirt and doing an ollie .,0.6264558420907198
2529,a person does a trick with a skateboard .,0.6264558420907198
2529,a skateboarder performs a trick .,0.6264558420907198
2529,a skateboarder doing a jump .,0.6264558420907198
2529,a boy skateboarding .,0.6264558420907198
2530,a black woman supervising a young white child in a play pit filled with plastic balls .,0.3630007073175998
2530,several adults look on while a young girl plays in a ball pit .,0.3630007073175998
2530,three adults are watching at a girl in a pit of plastic balls .,0.3630007073175998
2530,a little girl plays in a ball pit while her family looks on .,0.3630007073175998
2530,a child is in a ball pit while three adults watch her .,0.3630007073175998
2531,"a crowd of people is surrounding and watching a black male in black jeans , a black shirt , a black hat and white sneakers who appears to be dancing .",0.7319705332372983
2531,a girl taking a picture with her cellphone of a large group of people .,0.7319705332372983
2531,a crowd gathered around a young man who is performing .,0.7319705332372983
2531,a crowd is watching a teenager perform .,0.7319705332372983
2531,a crowd is watching a street performer .,0.7319705332372983
2532,a man lays on the grass in a field and reads a book .,0.22246310504709088
2532,the man is laying in the field reading a book .,0.22246310504709088
2532,a man is lying in a grassy field reading .,0.22246310504709088
2532,a man lies in the grass reading a book .,0.22246310504709088
2532,a man laying in the grass reading .,0.22246310504709088
2533,two young girls are arm wrestling in their hotel room while another girl watches .,0.2203208561927943
2533,two girls arm wrestle while a third girl in a pink shirt and glasses watches .,0.2203208561927943
2533,two teenage girls arm wrestle while a third girl watches .,0.2203208561927943
2533,"two girls arm wrestling , while another looks on .",0.2203208561927943
2533,two girls arm wrestle as another observes,0.2203208561927943
2534,a young indian man sits atop a concrete structure with a saw and is carving it while what appears to be a woman because of her dress and legs is in the background .,0.7395864507860654
2534,"man with an orange shirt is grinding on stone , he is not wearing shoes .",0.7395864507860654
2534,a man is squatting down using an angle grinder to work on construction .,0.7395864507860654
2534,a dark-skinned man is sanding the edge of a column .,0.7395864507860654
2534,a man is sculpting a large piece of stone .,0.7395864507860654
2535,a brown and white dog is standing in shallow water on a beach near a large rock outcrop .,0.518615703285751
2535,an unusual looking dog is standing in front of a beautiful backdrop .,0.518615703285751
2535,a dog stands on the beach with a large rock behind him .,0.518615703285751
2535,a brown and white dog on the beach .,0.518615703285751
2535,a dog standing on a beach .,0.518615703285751
2536,a young girl jumps into the deep end of a swimming pool while a young boy is nearby .,0.5229138148318482
2536,a girl with a boy standing behind her is stepping into a swimming pool,0.5229138148318482
2536,a boy and a girl playing in the pool on a sunny day .,0.5229138148318482
2536,young girl jumping into a swimming pool .,0.5229138148318482
2536,a girl in a bikini jumps into a pool,0.5229138148318482
2537,a lady with sunglasses on her head and a green sweatshirt is looking off-camera .,0.6156984823179723
2537,a woman in a green jacket and black sunglasses outside in a crowd .,0.6156984823179723
2537,a smiling lady in a green jacket at a public gathering .,0.6156984823179723
2537,a woman with dark hair is wearing a green sweater .,0.6156984823179723
2537,woman with green sweater and sunglasses smiling,0.6156984823179723
2538,"a girl leans on a kitchen counter laughing , with the waistband of her pants at crotch level .",0.5065090581547189
2538,a young girl in a red shirt and gray pants is leaning over a kitchen counter laughing .,0.5065090581547189
2538,a woman in a red shirt laughing while leaning on a kitchen counter .,0.5065090581547189
2538,girl in red t-shirt leaning down on a kitchen countertop .,0.5065090581547189
2538,a young girl in her early twenties is laughing .,0.5065090581547189
2539,one black and white dog sleeps while the other two black and white dogs play with a plastic bag .,0.6669283642206665
2539,three black and white pug dogs were laying and playing outside .,0.6669283642206665
2539,two small dogs are fighting over a bag while another sleeps .,0.6669283642206665
2539,two puppies playing with a plastic bag .,0.6669283642206665
