Original Sentence,Processed Sentence
['A group of people gathered to examine pictures on the wall of a lounge setting.'],['The gathering was for the group of people to examine.']
"['A cane man in an older background, two large black duffel bags and a man in a maroon sweatshirt walked the street.']",['A cane man and two large black duffel bags with a man in a maroon sweatshirt walked.']
['Two city black people stood next to a blue background wall.'],['Two people stood in the city in all black.']
"['The girls, the boys and the two children sat in a swing overlooking the tree.']","['The girls, the boys and the two children sat down.']"
['People in long black coats walked next to brick buildings.'],['Dressed people walk.']
['Two males in suits dived from an outdoor pool onto a platform at the end of the pool.'],['Two male wearing the same outfit dived out of the pool.']
"['The elderly woman pushing through the piles of snow in the city, shopping in small carts, struggled with her.']",['An elderly woman pushing a small shopping cart struggles with her.']
['A group of people walked around a very tall brown building.'],['A group of people walked.']
"['And holding something that looked like a sandwich, a handie sitting in the street wearing a fur-lined hat and a blue jacket.']","['And holding something, sitting in the street with a hand.']"
"[""And as the young Asian children approached, they sat on their parents'shoulders.""]","['And the young Asian shoulder children approached, approving, a sitting.']"
['People with walking sticks and backpacks walk the mountains below the valley.'],['People who have walking sticks and a backpack walked.']
['In a town in Beijing a young girl who tasted some Chinese made food tried it.'],['In a town in Beijing a young girl who tasted some Chinese made food tried it.']
['A shoulder man with a cat in his hoodie and hat stood near the building ad.'],['A man on his shoulder with a cat stood.']
"['When a suit-dressed businessman walked down a busy street, he talked on the cellphone.']",['When a dressed businessman walks down he talks on the cellphone.']
['A man in his own right walks down an urban street with a brown jacket and black glass.'],['A man in his own right walks down with a brown jacket and black glass.']
['The woman behind her in a green jacket spoke as the crowd stood behind her.'],['A woman behind her in a green jacket spoke as the crowd stood by.']
"['Looking back at the camera, several African children were looking at the school blackboard.']","['Looking back at the camera, several African children were looking at the school blackboard.']"
"['And one of the people clung to the top of smaller rocks, while three children gathered around the rock.']","['And one of the people crushed smaller rocks to the top, and three children gathered.']"
skip_because_no_change,skip
['A man in a shirt stood on the grass showing something to a white woman.'],['A man in a shirt stood to show something.']
['And the two women walked in the street in green feathers and underwear and black bras.'],['And two women walked and dressed.']
"['Use it to stay dry with umbrellas out in the rain, wearing jackets and black coats.']",['The umbrellas were used by outgoing pedestrians who stayed out in jackets and black coats.']
"['In winter, the couple sat in some chair looking at the park.']",['The couple sat in winter.']
"['Stepping between each step, relaxing on sunny days, a few people with grass sit down.']",['And on sunny days a few people with grass relax and sit down.']
skip_because_no_change,skip
skip_because_no_change,skip
['A little boy in a bubble bath wearing snorkel and yellow mask.'],['Little boy in snorkel and yellow mask in wear.']
"['A black-faced old man with a gray mustache in his jacket and cap walked quietly on a city sidewalk following closely behind him, a man with glasses.']","['A black-faced old man with a gray mustache walked quietly, closely following.']"
['The swimming girl was dried on the deck after her with a red and blue towel.'],['The girl was dried in a red and blue towel after swimming.']
['Street in an Asian country where a number of people are gathering around a table.'],['Street in an Asian country where a number of people are gathering around a table.']
"['The women wore pants and a pale purple jacket, in the background had trees and held ski poles.']",['And the ski poles were held in a pant and a pale purple jacket to wear.']
skip_because_no_change,skip
"['A woman sitting on a bench with a gray and tan pant, white sunglasses and a yellow jacket sat in her bench.']",['A woman in a gray and tan pant with white sunglasses and a yellow jacket sat.']
"['And using elaborate cameras, a photo taken by one of the two East Asian gentleman looking for a pole-shaped cherry tree appears to be the one.']",['And one photographer used an elaborate camera: Two East Asian gentleman appeared to be looking at a pole-shaped cherry tree.']
"['Workers were wearing reflective orange vests, leaf blowers hot in the corner.']","['Workers were wearing reflective orange vests, hot from the leaf blowing.']"
skip_because_no_change,skip
"['Outside, a young blond boy and a man used an interactive plastic toy.']",['The young blond boy and the man used an interactive plastic toy.']
"['A woman in a denim skirt and a tan coat passed by an outdoor supply mailbox left with graffiti, an American woman in her 20s.']",['Passing by American women in denim skirts and a tan coat with graffiti.']
['Two businessmen gave presentations in a room filled with members sitting at the table.'],['The two businessmen gave a presentation.']
"[""The white limousine's front approached a wall covered in graffiti adding to the mural.""]",['The front of the white limousine approached.']
['The man pushed across a city crosswalk to a catering cart full of food.'],['The men pushed across the crosswalk to a catering cart full of food.']
['A young hooded man stood in the middle of a quiet street facing the camera.'],['A young hooded man stood facing the camera.']
['And she sat on the beach with buildings and houses in the background holding a carrying box.'],"['And the box was held, and the woman was sitting on the beach.']"
"['And looking at the pamphlets, an elderly couple sat on a park bench.']",['And the elderly couple looked at the pamphlets and sat.']
['A young boy in an orange and black coat walked in the left-handed area.'],['The young boy in an orange and black coat walked.']
['An Asian woman with a black skirt and bikini top holds a key set of popsicle.'],['An Asian woman with a black skirt and bikini top holds a key set of popsicle.']
['An elderly woman holding a small plastic cup and a sign walked with a cane.'],['An elderly woman holding a small plastic cup and a sign walked with a cane.']
"['A man with a red shirt and jacket sat on a park bench, standing near a dog with a plaid jacket.']",['A man in a red shirt and jacket sat near his stand.']
"['On busy streets, cars pass by, but street vendors from the city are selling on the sidewalks beside them.']","['But as the car passed by, the street vendors of the city were selling beside them.']"
skip_because_no_change,skip
['A woman in an off white sweater read an article in the taste section of the paper.'],['A woman in a white off-white sweater read the article.']
"['The man in blue jeans sat staring at the sky from the back of his back on rocky ground, staring at the sky.']","['Sitting on rocky ground staring at the sky, a man in his back with blue jeans.']"
"['A lady in a black dress with a jacket, boots and black dress walked in front of a blur.']","['A lady in a black dress walked with a jacket, boots and black dress.']"
"['And looking out, Indian families stood together, deep in the water body, at their ankles.']","['And looking out, the Indian family stood together.']"
['And a man in a yellow hard hat leaning against the ledge stood a distance from the construction site.'],['And the man stood leaning against the man in a hard yellow hat.']
skip_because_no_change,skip
['A blonde ponytail woman holds a little girl with a pigtail upside down.'],['Holding the little girl down on the upside.']
['Young women who paint outdoors and wear white and red scarves use easels.'],['Young painter women in white and red scarves used easels.']
skip_because_no_change,skip
['A man with graffiti leans over near a wall with brushes and paint.'],['A man with graffiti leans near.']
['Walkers were also protected from the dreary weather dressed in light overcoats and warm boots with bright umbrellas.'],['Dressed umbrellas also protect the walkers.']
"['A man in a red jacket walked down next to him, working on the side of the building.']",['The man in a red jacket walked.']
['A group of men walked down the middle of a street lined with poles.'],['A group of men walked down the middle of the street.']
"['And as the African women group walked toward the building, women in flower skirts and teal shirts carried their heads, while women in brown skirts and green shirts carried tubs.']","['And the women in flower skirts and teal shirts carried tubs, while the African women in groups walked in the same direction.']"
"['In a park where the dogs were surrounded by the other two dogs, the dogs caught a small blue ball and jumped.']","['And the dog, who was surrounded by two other dogs in the park, caught a small blue ball and jumped.']"
['A brown and black dog carried a purple toy in the snow.'],['The brown and black dog carried a purple toy.']
skip_because_no_change,skip
"['Talking on a cellphone as a man, holding a young child, sat on a concrete barrier, older than himself.']",['A man holding a young child talked on a cellphone while he sat.']
['A woman in a raincoat stood under an awning that said next to normal and was white.'],['A woman in a raincoat stood.']
['A black male prepared waffle cones in the kitchen area.'],['A black male prepared waffle cones.']
['But one person had a motorized scooter and a group of five people walked down the street.'],['But one person had a motorized scooter and a group of five people walked down the street.']
['The man walked into a yellow and red building to pay for a sunny day but gold.'],['The man was walking to pay for the gas for a sunny day but']
"['A woman in her dark pant and green shirt stood in the middle of the street, dressed in storm clouds in the distance.']",['A woman in a stormy cloud dress stood.']
['Two women had a conversation on the sidewalk with an unknow individual.'],['Conversations between two unknowing individuals.']
"['And two smiling women embraced each other, as a back man in a cowboy hat and no shirt turned.']","['And two smiling women embraced the men in their shirts and cowboy hats, turning their backs.']"
['And a man in his old puffy dark jacket and jeans played accordion in front of a stone wall.'],"['And the seats were reserved for the more dressed men, who played accordions.']"
"['Students in groups playing in marching bands were dressed in gold, green and white.']","['The play group of students were dressed in gold, green and white.']"
"['Bus stop stands with all black dress buses with white sunglasses, bandannas and shoes.']","['The bus stop people in dress stood with white sunglasses, white bandannas and shoes.']"
['A woman carrying a red blue coat-and-blue purse walked past a brick building drenched in graffiti.'],['A woman walked in a red and blue coat purse.']
skip_because_no_change,skip
['Three men in hats sat at a table under the garden enclosure.'],['Three hat-wearing men were in seats.']
skip_because_no_change,skip
"['When the crowd walked behind a vegetable market, a woman in a jacket reached for her black purse.']","['During a crowd walk, a woman in a black purse in a jacket reached the vegetable market.']"
"['And down outside, a woman in a black sweater with a smile had an axe.']","['And down to earth, the woman who had the axe had a smile on her face wearing a black sweater.']"
['A gum-choking man in a purple beret stood near trees and water.'],['A gum-chomping man in a purple beret stood by.']
['The little girl wandered behind the blue wall.'],['The little girl wandered behind the blue wall.']
['But the lady glanced over and saw a man playing an accordion sitting on the train.'],['But the player is sitting.']
"['A group of people stood near an oval-shaped flower display consisting of glass buildings, green, red, white and yellow flowers.']",['The group of people stood.']
['A black and brown puppy stood by the camera.'],['A black and brown puppy stood.']
"['Outside the building, which is a sign for the wagner van, stood a black man in a tan hat and blue suit.']","['Outside the building, which is a sign for the wagner van, stood a black man in a tan hat and blue suit.']"
"['Looking out the window of a city shop, a woman with long, italiane au - hair, wearing long - held shoes and a long - coat,']",['Look at the woman with long Italiane au hair and wearing long held shoes and a long coat.']
"['Five men rode boats in the very wide river, in the background of the jungle.']",['Five men rode boats in the background of the jungle.']
skip_because_no_change,skip
"['But in the middle of the street, teary red stockings and black leotards watched the girls with leotards dance.']",['But watch the red stockings and leotards.']
skip_because_no_change,skip
skip_because_no_change,skip
['A red-haired woman with crossed legs sits on the couch.'],"['A cross-legged, red-haired woman with a cross-legged leg sat down.']"
"['And a cup of coffee and a cookie, two young men sitting at the table.']","['and a cup of coffee and a cookie, sitting with two young men.']"
['A guy in jeans and shirt jumped in the middle of the living room between a black socksock and a wood-and-leather couch.'],['A guy in jeans and shirt jumps between black socks and a wood-and-leather couch.']
['Blue furniture was transported across the street by wheel containers by a man in jeans and a tan sweatshirt.'],['Blue furniture was transported across the street by wheel containers by a man in jeans and a tan sweatshirt.']
"['A man in a gray jacket and with a backpack and gray shirt walked down a damp city sidewalk, smiling at the camera.']","['A man in a gray jacket smiled as he walked down, with a man in a backpack and gray shirt.']"
"['A young girl with cursive lettering and nails wobbled in front of a gray, white, and black handbag, with a ""I have no regrets"" tattoo and blue polish.']","['A young girl with cursive lettering and nails wobbled in front of a gray, white, and black handbag, with a ""I have no regrets"" tattoo and blue polish.']"
"['And the photograph, holding up against the backdrop of beautiful trees, was taken as a young woman lying in the snow.']","['And the photograph, holding up against the backdrop of beautiful trees, was taken as a young woman lying in the snow.']"
['A young woman stood in a city street carrying guitars and a canvas tote bag.'],['A young woman stood carrying guitars and a canvas tote bag.']
skip_because_no_change,skip
['A man in a red jacket used as a sleeping bag was laid down on concrete using a pillow.'],['A man in a red jacket laying down using a sleeping bag lays down.']
['And the woman in a loaded shirt held a small object looking out the window.'],"['And holding a small object, looking out the window.']"
"['And in sports events, people sit out on the stands, standing on the playing field with others out.']",['and the others stood and sat.']
['There are lots of farmers markets shopping for vegetables and fruits.'],['There are lots of people shopping for vegetables and fruits.']
skip_because_no_change,skip
"['A young man took photos in front of a public building with turrets suggesting the location of eastern Europe, gathering in the square.']","['A young man took photos in front of a public building with turrets suggesting the location of eastern Europe, gathering in the square.']"
skip_because_no_change,skip
['A crowd of people watched as fancy pogo sticks trickers performing in the streets did their thing.'],['The crowd of people watched performers tricked with fancy pogo sticks do it.']
"['A man in front of the water, between a palm tree and a bench.']",['Man.']
"['A man in plaid and a woman in pink accompanied by a carriage and a horse drawn cyclist passed by the background, looking at a map of the central park of New York.']","['A man in plaid and a woman in pink accompanied by a carriage and a horse drawn cyclist passed by the background, looking at a map of the central park of New York.']"
"['A woman, her friend, pointed down the street in front of the entrance to the subway station.']",['The woman pointed down the street in front of the entrance.']
skip_because_no_change,skip
skip_because_no_change,skip
['A young man with arms tattooed on his red guitar stood in front of the microphone.'],['A young man standing with an arm tattooed and a red guitar stood.']
"['But as people looked in that direction, the man behind, in an orange jacket holding the handlebars of one bicycle, pointed to the window in the building.']","['But the man behind, in an orange jacket, holding the handlebars of one bicycle pointed.']"
"['And there are multiple children playing in the background, and a little girl playing in a water fountain.']","['And there are multiple children playing, and a little girl playing.']"
"['At sunset, a man carrying a surfboard glanced across the beach, his eyes glazed with the waves gently washing over the shore.']","['At sunset, a man carrying a surfboard glanced at the horizon, as the shore gently washed away the waves.']"
skip_because_no_change,skip
['A woman in a flowing headscarf and white dress walked barefoot along with two young shirtless boys in a stream.'],['A woman in a flowing headscarf and white dress walked with two young shirtless boys.']
"['When a woman with a drink on hand looked at the camera, she leaned against a silver car parked along the street.']",['Leaning on the camera was a woman on her hands with a drink.']
skip_because_no_change,skip
"['And two teammates were ready to catch the ball on base, and the fourth baseball player on the opposing team was running on base.']","['And the second ball was ready to catch with teammates, and the fourth baserunner of the opposing six baseball players was running on base.']"
['The girl paddled water in a pickup truck that drove past.'],['The girl paddled water in a pickup truck that drove past.']
skip_because_no_change,skip
"['When a brown-dressed man stood by the sidewalk, a blond woman with a cellphone talking, had a large gray handbag, blue jeans, and a red top.']","['When a dressed man stands next to a cellphone-talking blond woman with a large gray handbag, blue jeans and a red top.']"
['A man in a business suit walked down the street pulling luggage.'],['A man in a business suit walked with luggage pulled.']
"['And another looked out the window, talking on the phone while an Asian man sat in a chair.']","['And another looked out the window, talking on the phone while an Asian man sat there.']"
['A busy street sits next to orange cones in a taxi.'],['Sitting on busy streets.']
['A blond man was waiting on the sidewalk with hotdogs and pretzels as a yellow taxi passed by a new Polish city.'],['A blond man was waiting on the sidewalk with hotdogs and pretzels as a yellow taxi passed by a new Polish city.']
['A bicycle woman in sunglasses rode across the crosswalk.'],['A woman on a bicycle in sunglasses rode on her bike.']
['Children bounce on trampolines next to houses.'],['Children bounce on trampolines.']
"['The girl built a house of cards, but four people worked at a round table.']","['The girl built a house out of cards, but four people worked.']"
['And the lady was reflected on a mirror wall as a man wrote a sign on a Spanish background sat on a bench.'],['And the lady was reflected on a mirror wall as a man wrote a sign on a Spanish background sat on a bench.']
['The focus was images of elderly men sitting down on the side of the street smoking cigarettes.'],['Images of an elderly man smoking cigarettes and sitting.']
"['And the women and the man held nightly converses, standing against the marble buildings.']","['And the nightly conversation was held, with women and men standing against the marble building.']"
['A lady in a blue dress stood in front of a store window talking on the cellphone to people walking down the street.'],['The lady in the blue dress stood.']
skip_because_no_change,skip
"[""After Hammerstein and Rodger were produced, people left the central theater in the south of the world's capital, London.""]","[""After Hammerstein and Rodger were produced, people left the central theater in the south of the world's capital, London.""]"
skip_because_no_change,skip
['The apparent family group. A number of people look for very large root systems protruding from the ground.'],['The apparent family group. A number of people look for very large root systems protruding from the ground.']
['Three men stood in front of a conference table posing for pictures.'],['The three men stood in the picture posing for pictures.']
['A woman with an old shawl and sweater stood in a shopping centre in white London.'],['A woman with an old shawl and sweater stood in a shopping centre in white London.']
"['One skier, his arms and arms open, walks into a small shack, a snow flyer, who went in when his shack opened.']","['One of the snow flyers who went to open their ski poles and skied, walked with their arms open.']"
['The boys who hit the ball from a beat tee were using a plastic baseball bat for their practice.'],['The boy who practiced hitting the ball from a beat-ee used a plastic baseball bat.']
skip_because_no_change,skip
skip_because_no_change,skip
skip_because_no_change,skip
['A woman carrying two bags walked under a tree full of white blossoms.'],['A woman walking with two bags.']
['Golden diver flashes in the water.'],['Golden diver flashes in the water.']
['The sepulchers prayed to the men in the Orthodox Christian church.'],['The sepulchers prayed to the men in the Orthodox Christian church.']
['Young girls in paper fan-dresses with bottom hair dancing in front of colorful coat stage in dresses of bright red flowers and ruffles.'],['Young girls in paper fan dress dancing with bottom haired flowers and ruffles in a group of dancers.']
skip_because_no_change,skip
['The baseball team in blue jersey shirt practiced in the stadium.'],['The baseball beat of the team wearing a blue jersey shirt was in practice.']
['A brown large dog on a dirt surface with a small brown white dog.'],['A large brown dog with a small brown white.']
"[""Baseball players in blue uniforms with catcher's mitts and walks across the field.""]","[""Baseball players in blue uniforms with catcher's mitts and walks.""]"
['A man broke a straitjacket in front of the crowd wearing a tan shirt and chuck shoes attempted to do so.'],"['A man in a straitjacket breaking, wearing a tan shirt and chuck shoes attempted to do so.']"
"['Apparently, two men were lifted in the lift by a woman or ballet dancer.']",['A woman or a dance or ballet lifts two men.']
"['After their jump out of the bowl into a skate park, a dancer with a knee pad gets a bit of air time.']",['The dancers got after their jump out of the bowl into a skate park.']
"['On their leashes, the two dog men were holding each other while each other played on their leashes.']","[""Holding his dog while the other plays on each other, on each of the two men's leashes.""]"
['Adolescent boys sitting on the edge of the water feed the goose in a loaf of bread.'],['Adolescent sitting boys fed goose in a loaf of bread.']
"['A man in his waist-wrapped jacket and black shirt walked next to a building with large glass windows, pulling out a black and gray bag.']","['On the walk of a wrapped waisted man in a tan jacket and black shirt, he pulled out a black and gray bag.']"
['A man in green shirt and blue shirt sat next to a brown bird attached to a rope in a concrete structure.'],['A man in green shirt and blue and red sitting on his back.']
['A Indian woman with arms crossed and black shirt stood by herself looking on as the other two talked.'],['A Indian woman with arms crossed and black shirt stood by herself looking on as the other two talked.']
"['One woman in a green top, two in a yellow top and four in a blue jacket walked down the road.']",['One woman in a green top and the other in a yellow top walked with four.']
['A cane-bound elderly lady sat on a bench in a bright red park.'],['The elderly lady with a cane sat.']
['A large group of elderly people sat around various outdoor tables.'],['A large group of elderly people sat.']
['Large groups of people walked outside to a park area where the majority of the group walked in the same direction and were surrounded by trees.'],['A large group of people walked.']
['The three girls looked over a stone railing at the river in front of them.'],['Three girls in front of them looked over the stone rails at the river.']
['Behind a group of animals stood a man in a brown hat and dark top on the equipment.'],['A man stood with a brown hat and dark top.']
skip_because_no_change,skip
"['A group of people, including three guys on each balcony, looked at the sky.']","['A group of people, including three guys on each balcony, looked at the sky.']"
skip_because_no_change,skip
['There are several other swat teams in underground facilities including one dressed as batmen.'],"['At the facility, several other people, including one dressed as batmen, were on the swat team.']"
"['And people were sitting on one side, and the other side of the room, in a chair, with an elderly woman with a group of musicians including guitarists and cellists.']","['And people were sitting on one side, and the other side of the room, in a chair, with an elderly woman with a group of musicians including guitarists and cellists.']"
['Three back firemen with oxygen tanks walked up the metal ramp.'],['Three back firemen with oxygen tanks walked up the metal ramp.']
['A black eyed man in light hats played guitar in front of a group of people.'],['A black eyed man in light hats played guitar.']
"['When the sun is low in the sky, people carry large plansks near water bodies.']","['At low sun, people carried large planks near water bodies.']"
['A traditional Asian woman stood on the sidewalk wearing Asian garb.'],['A traditional Asian woman stood in her Asian garb.']
skip_because_no_change,skip
"['Or the groom and bride took their own, surrounding themselves with many of their own pictures, or stood on a large stairway.']","['Or the groom and bride, whose pictures have been taken by many people, took them in and around them, stood.']"
['The distinguished gentleman who looked like a microphone had a yellow ribbon of prize pinned on his lapel.'],['A distinguished gentleman with a microphone-looking lapel had a yellow pinning ribbon of the prize.']
['A short-sleeved lady walked past a graffiti wall passing a furniture store with chairs and tables stacking.'],['A lady in shorts walked.']
"[""And the grown up man and little girl's right hand held her, looking up at two fingers.""]","['And the right hand of a grown up man and a little girl held two fingers up, looking.']"
"['And a man held a sign reading ""Prayer booth"" and four people stood next to a brick wall.']","['And holding signs, four stood next to brick walls.']"
"['From the street scene on the sidewalk, young women in some tank-yellow dress and shoes, from a building scattered with tall automobile tires and with a doorway, walked away from the scene with a doorway to a building with a doorway, to a building with a doorway, in a building with a doorway.']",['A young woman in some tank-yellow dress and shoes walked from the scene to a building with a doorway scattered with tall automobile tires.']
['Two men behind the two had blue and brown jackets and discussed in a corner in a building covered in graffiti.'],['The two men behind the discussion had blue and brown jackets.']
['Two people stood looking in the distance along the side of the road.'],['Two people stood looking at each other from a distance.']
"['And in the background, he had a mountain, and he led other horses, and a man rode a horse.']","['And the man had a mountain, and the other horses led him, and he rode the horse.']"
skip_because_no_change,skip
['A woman and her Asian daughter sit in a tree on the sidewalk.'],['People sitting with an Asian woman.']
['A man in a gray jacket worked on a brown motorcycle with a white helmet.'],['A man in a gray jacket worked on a brown motorcycle.']
skip_because_no_change,skip
"['Nighttime walk down city streets in front of street signs and construction, no one enters.']",['Nighttime walk down without entering']
['People were sitting on ledges surrounding tiles walls and steps.'],['People are sitting.']
['People in green sweatshirts walk on the ledges of buildings.'],['People in green sweatshirts walked.']
['elaborate festive-dressed mannequins were arranged in the scene of the celebrations.'],['The scene is arranged around elaborately decorated festive mannequins.']
['Women and men walk down the street carrying groceries.'],['Women and men walk down the street carrying groceries.']
skip_because_no_change,skip
['The young girl in a white polka jacket swept up and left.'],['The young girl in a white polka jacket swept up and left.']
['And people were holding umbrellas waiting for something in the rain.'],"['And holding an umbrella, waiting for people to do something.']"
"['And the signs were displayed in Arabic and English, with people dressed in black attire standing in front of a store where produce is displayed on the sidewalk.']","['And the signs were displayed in Arabic and English, with people dressed in black attire standing in front of a store where produce is displayed on the sidewalk.']"
"['Two women in long black coats looked something from the sidewalk, one young and one old.']","['Two women in long black coats looked something from the sidewalk, one young and one old.']"
skip_because_no_change,skip
['The air raised the hands of the lady carrying a purse and silver bracelet.'],['The air raised the hands of the lady carrying a purse and silver bracelet.']
skip_because_no_change,skip
['Two young men in black punk clothes sit on the playground floor.'],['Two young clothed men sat.']
"[""There are groups of some kind of events in people's backgrounds of police officers.""]",['a group of some kind of event']
['A group of women in different colors wore different hats met at the table.'],['The group met with women in different colors hats.']
"['When a little climbing boy in underwear tried to climb, and held the baby, a man on his back with glass sat on a large blue ball.']","['When trying to climb, holding a baby, a man on his back with glass was sitting on a large blue ball.']"
['A man holding a small boy with glass and a woman holding a baby smiled at the camera for a family photo.'],['A family photo taken with the camera smiles.']
"[""For street photography, the brunette and the three blond girls'heads were embraced together in poses.""]","[""For the photo, the brunette and the three blond girls'heads were embraced together in a pose,""]"
['Something was walking down the street with a man with a light blue top and an orange man.'],['A man with a light blue top and an orange man walk down the street.']
"['When another man looked at the door frame, he held a long piece of wood.']","['Looking at the door frame, it held a long piece of wood.']"
['In front of the building stood a man with rolled sleeves between two others in striped vests.'],['In front of the building stood a man with rolled sleeves between two others in striped vests.']
"[""And holding the white boy, the little boy, who may look like a person, was kneeling down on his grandaughter's knees, and they looked at him posing with family pictures, next to the dirt, a middle-aged woman in a long-sleeved shirt and blue pants.""]","['And holding a white boy, kneeling down looking for a family picture, next to the dirt, a middle aged woman in a long sleeved shirt and blue pant.']"
skip_because_no_change,skip
['A man in a hat and caned holding slept on the bench.'],['Sleep.']
"['A man in a sandal, dark hat and blue clothing, swept up the steps with a stick broom.']",['A dressed sandal man in a dark hat swept up the steps with a stick broom.']
skip_because_no_change,skip
['A large tan dog rolled around on the back of the yard on the grass.'],['A large tan dog rolled.']
skip_because_no_change,skip
['Two young boys sleep in car seats.'],['Two young boys are sleeping.']
"[""And a handful of wishful dandelion (also called flower) were blown out of the woman's field.""]",['And a handful of wishful dandelion (also called flower) were blown by the woman as she sat in the field.']
['A middle-aged woman walking along a breakwater in a coastal European town with a pink purse and satchel.'],['A middle-aged woman walking along a breakwater in a coastal European town with a pink purse and satchel.']
['When another young blond woman pointed a gun she looked carefully at it.'],['When another young blond woman pointed a gun she looked carefully at it.']
['A young woman in pink skirts and red shirt stood in the doorway of an old blue concrete building.'],['A young woman stood in a pink skirt and red shirt.']
skip_because_no_change,skip
"['And on cool days, the ice cream cones were eaten in the park, the bucket pink hats were worn, the blue-eyed toddler girl was in pink dress with blond eyes.']","['And the blue eyed, blond toddler girl who had a cool day had ice cream cones, wore a bucket pink hat and wore pink dresses.']"
"['A mouthed, pregnant, blond woman with something to have, with a black shirt, standing hand in hand in the kitchen.']","['A mouthed, pregnant, blond woman with something to have, with a black shirt, standing with a hand.']"
['Another woman with white lipstick and bright green highlights did the make up.'],['Another hair woman with white lipstick did the make up.']
['The lady group sat around a black table in front of a brick wall in the background.'],['The group of ladies sat.']
skip_because_no_change,skip
"['When a two-year-old lone child with a blue jacket kneels on the mouth of a back-pointing waiting room couch looking for something, he is put on a small black plastic item, a blue jacket.']","['When a two-year-old lone child with a blue jacket kneels on the mouth of a back-pointing waiting room couch looking for something, he is put on a small black plastic item, a blue jacket.']"
['A group of men painted a series of canvasses in front of a brick wall on a public street.'],['A group of men painted a series of canvasses.']
"['The man pushed behind a woman in mohawk-yellow dress, pushing a baby stroller, while the other children and two children who once wore sunglasses walked down the road.']","['The man pushed behind a woman in mohawk-yellow dress, pushing a baby stroller, while the other children and two children who once wore sunglasses walked down the road.']"
['A man in a denim jacket looked something in the evening.'],['A man in a denim jacket looked something in the evening.']
['Chefs who prepare a lot of food stand in front of the grill.'],"['The chef, who prepares a lot of food, stands.']"
['The woman pushing the carriage talked to the child.'],['The woman pushing the carriage talked to the child.']
"['nap on a busy subway train with outlandish outlandish caps, with a man in a load with horn eyeglasses.']",['Nap.']
"['Several people, including clowns and children, walked on snowy sidewalks.']",['Several people walked.']
['Children compete in a social outdoor gathering in a potato sack race.'],['Children compete in potato sack races.']
"['In the park, men played different musical instruments.']",['The man played a different musical instrument.']
"['But the business people carried on, sitting down on the edge of the sidewalk with a man behind them dressed in an odd green suit.']",['But the man behind was sitting down in a dress.']
['Women and men stood at roadside vegetable and fruit stands.'],['Women and men stand.']
skip_because_no_change,skip
['Hairy gymnasts in navy blue with pink ribbons perform balance beams.'],['Hairy gymnasts with pink ribbons perform balance beams.']
['A man playing a musical instrument sits in a chair on the sidewalk.'],['The player was sitting on his own.']
['All three women inside the bar held drinks in their hands.'],['All three women inside the bar held drinks in their hands.']
"['People could see walking down quaint city streets, without a car in sight, past cafes and colorful buildings with customers sitting under parasols.']","['People could see walking down quaint city streets, without a car in sight, past cafes and colorful buildings with customers sitting under parasols.']"
skip_because_no_change,skip
"['In the metropolitan area where women and men walk away from cameras, a skateboard trick man in long pants does it shirtless.']",['A skateboard trick man in long pants did it shirtless.']
"['And the young plastic-clothed people waited and rested in swim clothes, sitting around a set of stairways in a concrete area.']","['And the young clothed swimmers waited and rested, sat.']"
['A pink white umbrella concealed the head and torso of the girl standing near a shop window.'],['The white and pink umbrella concealed the head and torso of the girl standing.']
skip_because_no_change,skip
"['Two groups of people crossed the street without traffic, with backgrounds of religious buildings and multi-story apartment buildings.']","['Two groups of people crossed the street without traffic, with backgrounds of religious buildings and multi-story apartment buildings.']"
"['And two men with shielded eyes stood on balconies in front of open windows, pointing at the sky.']",['And two men with shielded eyes pointed to the sky and stood.']
skip_because_no_change,skip
['A white man stood outdoors in a black jacket and blue shirt.'],['A white man stood in a black jacket and blue shirt.']
['A young boy in jeans and a black shirt rode a bike on a large bike ramp.'],['A young boy in jeans and a black shirt rode a bike.']
skip_because_no_change,skip
skip_because_no_change,skip
skip_because_no_change,skip
['Playing foosball is the women in white shirt with the men in blue shirt.'],['A man in blue shirt played foosball.']
"['And one woman spoke to a man in a red city street in front of a car with red hairs, wearing brown shorts and a creme shirt with a red suitcase.']","['And one woman spoke, standing beside the people.']"
"['A small boy, crossing a stepping stone with a water body, helped him by a man with a cap, a short-wrapped jacket and small blue jeans.']","['A small boy cross-legged a body of water helped him, with a man with a cap, a short-wrapped jacket and small blue jeans.']"
"['And as the two elderly in blue shirt ate, they were sympathetic, sitting in a rock formation.']","['And while eating, two elderly people in blue shirt were sympathising and sitting.']"
skip_because_no_change,skip
"['And the two young women with motorcycle helmets were sitting down on the outside bricks, concentrating on the side books.']","['And two young women with motorcycle helmets concentrated the side books, sitting down.']"
"['But the marathon went on, and the police officer in his pocket looked at the distance.']",['But the hand-police officer looked from a distance.']
skip_because_no_change,skip
"[""Looking down at the girl in a green white hat with white hats, in front of a wall coated with a man's face paint,""]",['Look at the girl in a green and white hat with white hats.']
"['and sit on the table, smile, toddler holding a spoon.']","['Sitting, smiling, the toddler holding a spoon.']"
['Police in riot gear in red clothing filled streets lined with spectators.'],['Lined streets were filled with police in riot gear wearing clothes.']
"['And the right took a photo, playing behind a giant Dutch word banner with a band of members of the number.']","['And the right took a photo, playing behind a giant Dutch word banner with a band of members of the number.']"
